"","V1"
"326",89.7651763546694
"327",90.0745638730794
"328",91.1371174879707
"329",93.0303741212035
"330",91.8524415405774
"331",89.513306044477
"332",91.2409454125504
"333",90.4159276373712
"334",91.2300152728417
"335",91.0188568542241
"336",91.4213342134286
"337",90.4364978633507
"338",92.5733969174848
"339",90.084385112351
"340",91.0605933722954
"341",91.1301735548985
"342",89.9864202632661
"343",90.9868006748716
"344",90.2946067670403
"345",90.6585317770057
"346",90.3630940274665
"347",90.4419056982609
"348",92.2401546046799
"349",91.6784856665433
"350",92.397986567601
"351",89.4274323061629
"352",89.7792042714021
"353",88.9008341688429
"354",90.3619355474896
"355",90.7708790880091
"356",91.1233418384924
"357",91.5013291663527
"358",91.165515718461
"359",90.8709577954816
"360",91.1458327498741
"361",90.8100015888348
"362",91.1534359549721
"363",90.8893976462327
"364",90.7606126913254
"365",90.8399105670704
"366",90.3954540426758
"367",90.9962494604676
"368",91.8297989947644
"369",90.7927142816994
"370",90.3512694322653
"371",90.1038123416741
"372",91.1567795464898
"373",88.8032798962219
"374",90.26829177711
"375",90.7897271273845
"376",90.1164534255653
"377",91.6019288300714
"378",90.7243114804777
"379",89.3319189628826
"380",90.5204396186061
"381",90.2176575946168
"382",91.5116832744063
"383",90.5722539470456
"384",90.8884819954866
"385",90.3592762525793
"386",89.5398106715163
"387",90.616355702023
"388",91.5840350603733
"389",89.9633153179924
"390",90.6672698391523
"391",90.9132930632496
"392",89.8115744664331
"393",89.7385232539454
"394",90.4455605705952
"395",91.4535210156944
"396",90.6543694400973
"397",90.9796196104037
"398",90.8107927844119
"399",88.9441925560272
"400",91.6716034789214
"401",90.9430459265523
"402",90.1323779411734
"403",92.2932605505181
"404",90.8342984938054
"405",91.8270702781399
"406",91.1739182508021
"407",90.4172847843523
"408",91.0276603779422
"409",89.2623149190838
"410",90.9965652921669
"411",90.3427066649652
"412",91.4726529647915
"413",90.1817349372507
"414",91.32961169597
"415",91.1949196038244
"416",89.1761657672642
"417",91.0796073044037
"418",89.7461194010885
"419",90.6181749119707
"420",91.586919109013
"421",90.565264290276
"422",90.2731126045743
"423",90.874681244463
"424",90.3369678112209
"425",91.2438146885914
"426",89.4401544324998
"427",89.4554618163471
"428",91.0621893386233
"429",91.4072890478022
"430",89.9913114211804
"431",90.6826193709351
"432",92.8122948399244
"433",91.0884155329892
"434",90.3435167098901
"435",91.4949569762547
"436",90.6066658231043
"437",90.3072096605966
"438",91.2139967125547
"439",91.1159985727601
"440",89.5893194928072
"441",90.5861222007346
"442",90.6532768171189
"443",91.4311313688561
"444",92.4453061348789
"445",91.7094368352417
"446",90.0848524887687
"447",90.2618358028171
"448",91.0046782778417
"449",92.5586417299378
"450",89.8098957610118
"451",90.1864772879511
"452",92.403548797932
"453",90.3874700055324
"454",90.7430922369745
"455",91.1527927356546
"456",90.2583692832237
"457",90.2241462402915
"458",89.3642000270951
"459",91.1888194076342
"460",90.9819451704498
"461",90.9531883678777
"462",90.3554404587047
"463",91.0524981674444
"464",90.0409118743759
"465",90.8291659025475
"466",90.3967119266979
"467",90.0647526483631
"468",90.8787158726599
"469",90.36614403707
"470",90.8776730330578
"471",91.2887997479837
"472",90.85870995567
"473",89.7123305233344
"474",89.9824409825824
"475",89.3166603835613
"476",91.6002338409388
"477",90.1649152025004
"478",90.2527655831805
"479",90.8370357268357
"480",89.904048353115
"481",89.3164476536944
"482",91.5967421887171
"483",90.6362784915503
"484",92.1301083002109
"485",90.3686896327963
"486",90.0155370498699
"487",91.0976439344403
"488",89.559347902247
"489",91.5543779336181
"490",91.5161262509857
"491",91.3987398106898
"492",91.3711144500775
"493",89.7083151495807
"494",91.6846316019162
"495",90.4724178276783
"496",90.8950750909451
"497",91.4077497681596
"498",91.4302787972381
"499",90.1322846377704
"500",90.2547853313741
"501",90.1299163874712
"502",90.4739807535212
"503",89.7328583010313
"504",90.560191077434
"505",89.1078991563482
"506",90.0127911732746
"507",90.2222533399744
"508",90.4675604048588
"509",90.388634409525
"510",91.536006956091
"511",91.6484868374983
"512",91.5219306183177
"513",91.7251266628401
"514",90.7835566523948
"515",90.7800092732242
"516",91.2272785248888
"517",89.6578297913769
"518",91.2335724764136
"519",90.8553485958079
"520",90.4686234708645
"521",90.7713274435775
"522",90.6387134399092
"523",91.1374690173533
"524",89.0291418978017
"525",90.8626234237037
"526",89.7843605301244
"527",90.306999243817
"528",89.3097118045693
"529",90.540534432699
"530",91.6617540372701
"531",89.0675791930318
"532",90.8895355619017
"533",92.6616693792431
"534",90.3399924899009
"535",90.9119969504304
"536",90.7744540249168
"537",88.4964776413807
"538",91.1219987243518
"539",89.872223488736
"540",90.1755179496621
"541",90.3482821258103
"542",91.7670759728823
"543",90.056025260016
"544",89.1343013417733
"545",89.3018605620486
"546",91.1974130468141
"547",90.452651545917
"548",88.5439932002999
"549",91.657920659319
"550",88.9207590984773
"551",89.9661045802964
"552",90.4567580848919
"553",92.3614458198898
"554",90.6585193775796
"555",91.202713533905
"556",89.6851242200934
"557",91.3173974199547
"558",90.2131884288799
"559",90.6771358576333
"560",89.7331662268642
"561",92.7678219637613
"562",89.0912597527918
"563",90.179114134254
"564",91.2161151137842
"565",92.2316893216467
"566",91.3117731271199
"567",91.0677691100822
"568",90.8135137301537
"569",91.2492055044629
"570",90.5427311183714
"571",89.7684808564873
"572",91.1336977700266
"573",89.693063337846
"574",90.7119419392192
"575",90.3702932183754
"576",91.3003039499638
"577",91.5624132062257
"578",90.4288329235552
"579",88.5025640866835
"580",89.8848675282373
"581",90.577017609295
"582",89.9815546724805
"583",89.0994729027746
"584",90.8394744562404
"585",90.920906892907
"586",89.5183288229
"587",89.8226887746354
"588",90.9219604184915
"589",90.4241563611656
"590",89.9270559842777
"591",90.6132971549969
"592",90.2799775418739
"593",91.1547601139628
"594",90.1353933268209
"595",90.8882841243799
"596",89.958448881816
"597",91.6842629277623
"598",91.3760164676637
"599",89.9176670007359
"600",90.0590982020122
"601",90.7060096998694
"602",90.3881154076733
"603",90.6718360569483
"604",91.0527142382639
"605",91.7028688724954
"606",91.0243360857779
"607",90.833428834865
"608",90.9048864744261
"609",91.1578612534187
"610",91.6864585496096
"611",90.7910148512207
"612",90.6521492798943
"613",91.467146237759
"614",88.861891578685
"615",90.080860571399
"616",91.2107820110954
"617",89.7224575431167
"618",89.2326212916721
"619",89.9080480676039
"620",89.783698519319
"621",90.3557331474118
"622",88.5970521181738
"623",90.5931576330546
"624",92.2296440416011
"625",90.160202380793
"626",89.6794599316511
"627",89.5880275634168
"628",89.9280322831316
"629",92.5677653434888
"630",90.6335060380765
"631",89.856305212701
"632",90.3831815522715
"633",90.300430846874
"634",89.8594034100367
"635",92.4299800158699
"636",89.1702186543242
"637",90.8506209602439
"638",89.6186843782604
"639",88.3833961780242
"640",90.7715451240875
"641",89.1819414110451
"642",90.3998876013751
"643",90.6156139179414
"644",92.0333284125934
"645",89.8873265114564
"646",90.431582406794
"647",90.8311670534474
"648",90.7388994543806
"649",91.4999654343608
"650",89.5588338885607
"651",91.0340465080666
"652",91.0310177903918
"653",91.0099886871871
"654",90.1306508274438
"655",90.4519399191556
"656",90.6941600668319
"657",90.8530660836512
"658",91.340082721942
"659",91.5823991675684
"660",88.8353621455243
"661",89.511463734679
"662",91.8088740390704
"663",90.718431919176
"664",90.4398956710226
"665",90.5156354105623
"666",89.8339782055388
"667",91.0497550358572
"668",91.7041863423753
"669",89.2042690842277
"670",91.0835112071918
"671",90.7388430848747
"672",89.6507441192732
"673",90.0341240785959
"674",92.256690091635
"675",90.8132020007224
"676",89.2214665744594
"677",90.3233989483645
"678",89.8058176306373
"679",90.9535225387122
"680",90.837846356603
"681",92.7249636108907
"682",89.6780265408605
"683",90.9367569665329
"684",90.6377120562681
"685",90.7174212853201
"686",90.9635462360608
"687",88.9541606119927
"688",90.1817003671808
"689",92.1383487112254
"690",90.6827785600086
"691",90.3897053420818
"692",89.2547209171568
"693",89.0798470269239
"694",89.7177019445335
"695",91.1099532762961
"696",90.0740751403705
"697",90.7241417949526
"698",89.0359472001896
"699",90.0261161809376
"700",91.2488677810577
"701",90.7939883982236
"702",91.9757442034293
"703",90.7243228611748
"704",91.3987227554823
"705",90.8340690168402
"706",91.0565777517383
"707",90.2615958899262
"708",90.1371173949299
"709",91.2559640237588
"710",89.1124473410632
"711",92.30075646397
"712",89.3823272147545
"713",90.578470698816
"714",90.4912046132194
"715",90.7870108605988
"716",90.3144658203255
"717",89.5592168307004
"718",92.3335530522247
"719",91.0173197626595
"720",90.2600658152759
"721",89.8058002337884
"722",92.1066720171705
"723",91.2624024490781
"724",91.0882618951327
"725",90.1547446558304
"726",90.4700572465131
"727",89.9240163374192
"728",90.3889907342293
"729",91.2713747032108
"730",90.0683681329609
"731",90.1576969612449
"732",92.5588940981598
"733",89.2273042615776
"734",90.9881468059882
"735",90.8312204696118
"736",91.2754852127448
"737",89.1413209813551
"738",89.7648518867882
"739",89.9511227575938
"740",91.0023479803021
"741",91.3726354041487
"742",89.8025936319277
"743",89.9939331880863
"744",90.7586784041525
"745",89.8717150412175
"746",90.9900770094642
"747",92.4738866372829
"748",90.0021137989393
"749",89.2203561151937
"750",89.9908886585951
"751",90.6639345215153
"752",90.7242309072785
"753",89.9418524744192
"754",90.0847979366202
"755",88.4298544275484
"756",90.5915212483883
"757",91.6586133288498
"758",90.2771084213009
"759",91.3745320606662
"760",92.044665639399
"761",90.4180926914625
"762",91.7064870037798
"763",90.2820709919652
"764",90.6909670210012
"765",90.5310827471286
"766",90.6278030056163
"767",90.8665373932896
"768",89.4617452254349
"769",90.0799111740091
"770",91.5099134972778
"771",91.237706520385
"772",90.9338406110778
"773",90.3481660373202
"774",90.3882755199685
"775",89.3509220640606
"776",90.5835701600659
"777",90.4653104477556
"778",91.2581632037571
"779",90.6315828104434
"780",90.4411016324942
"781",90.8518060255864
"782",89.9040437721202
"783",91.0432342578763
"784",90.4351098450051
"785",91.2302777136833
"786",90.8543578646149
"787",90.8116596605527
"788",92.2825934874722
"789",90.7113136258473
"790",90.7554496722921
"791",90.6476648112869
"792",90.5401035717148
"793",89.9632694536168
"794",90.2341471521543
"795",89.329144163038
"796",89.7632963588393
"797",89.2888175958367
"798",91.5737711903563
"799",91.4755628452313
"800",90.7835488461209
"801",89.5188798601605
"802",91.602285184634
"803",89.9282497823535
"804",90.2674687946538
"805",90.4604271863947
"806",91.8811204201087
"807",91.6337760237676
"808",91.5974263338187
"809",91.908186226212
"810",91.6890047257543
"811",90.8661476512265
"812",90.2099146320724
"813",92.3360784257079
"814",89.6027738394058
"815",89.8166027195724
"816",88.8000101209706
"817",89.9878273238023
"818",91.7672357595224
"819",88.2534326050686
"820",90.5657968783897
"821",90.1293397422889
"822",91.4064583121294
"823",90.8277269642641
"824",91.0127102548011
"825",89.9241368183423
"826",90.6869099971254
"827",91.1591648515872
"828",90.7311730520879
"829",90.1406099264193
"830",90.1531035972665
"831",92.0433395551931
"832",91.148170996501
"833",91.6992222095272
"834",90.6741800775953
"835",89.5990477584076
"836",91.1190209008822
"837",90.4878320695881
"838",91.1990474918744
"839",88.893545214198
"840",90.8145715456682
"841",90.9978524945056
"842",90.5221833564607
"843",91.9215262919659
"844",91.5438243819732
"845",90.5152187993393
"846",90.48046091572
"847",90.9864228267865
"848",89.9111805803702
"849",91.6060416069158
"850",89.3532616291832
"851",91.5184954141509
"852",89.9050634630226
"853",90.1088794769205
"854",89.8428639984704
"855",91.1466503685875
"856",89.9958500859749
"857",91.7795689165836
"858",90.4207449079619
"859",89.9832210135585
"860",91.0912370013293
"861",90.3752109354732
"862",91.1992895119642
"863",91.66038278263
"864",90.3164668556809
"865",90.2261098201703
"866",89.6440827304813
"867",89.4893734186174
"868",89.3592188442405
"869",90.5742799051018
"870",90.7827721487294
"871",90.7635072704603
"872",91.2059498002424
"873",90.2469236252503
"874",90.3708398360021
"875",89.8912405125934
"876",90.4947334863225
"877",90.2109744621554
"878",90.8900353169047
"879",89.947440821687
"880",90.418333179586
"881",90.2469110768355
"882",89.2293186819092
"883",90.3362348994799
"884",90.0147944600921
"885",91.6314548344642
"886",91.8013919890419
"887",92.2307156752715
"888",89.1347322616202
"889",89.9380882373422
"890",90.361947446894
"891",91.6665455424823
"892",89.525913087873
"893",91.3703056124177
"894",90.3142269936896
"895",91.0845193266445
"896",90.2158611637759
"897",91.2797860809522
"898",89.1530582704742
"899",90.0265419618141
"900",89.6446932120361
"901",91.4760761746491
"902",90.0091545358571
"903",91.0129879075259
"904",91.7842942695151
"905",90.3829780229113
"906",89.5731697584474
"907",90.2132036423394
"908",91.1872548765687
"909",90.9563607027416
"910",91.0138254550357
"911",90.5278315414046
"912",89.96929677259
"913",90.4800010643872
"914",90.1173997986907
"915",90.9720220308737
"916",90.4216148967668
"917",90.6861846776984
"918",90.9943940425635
"919",90.2259955083434
"920",90.620893377261
"921",91.4073668306693
"922",90.7490479004553
"923",89.7900108772398
"924",91.2020795583675
"925",91.3494228580198
"926",90.9914510903971
"927",89.9846823674281
"928",90.0194236284984
"929",91.481457820673
"930",92.1162411735341
"931",90.8431933808064
"932",89.4355519848269
"933",90.9942634798957
"934",90.5942059466725
"935",90.7265511805893
"936",91.4294704280955
"937",89.9755693787849
"938",90.9682668207127
"939",90.7317050067372
"940",91.8998737484989
"941",89.9983582509545
"942",90.2057933780505
"943",90.6889004376441
"944",90.3484545860939
"945",90.3433879013388
"946",91.8011460048852
"947",90.1578117709358
"948",91.0549460859956
"949",90.9512565288046
"950",90.0337989724819
"951",90.4352346983753
"952",90.6956493974329
"953",90.2764078624809
"954",90.9360260216073
"955",90.2193545140719
"956",90.5356207495898
"957",90.9029869202603
"958",91.2899637729434
"959",91.9865037094316
"960",90.2928158396307
"961",89.2362548796879
"962",92.0537422099448
"963",89.8916614501624
"964",90.269023355537
"965",91.1514381432999
"966",89.9660072475524
"967",90.4538873056337
"968",88.9953810186339
"969",91.4104334342384
"970",90.4630676684894
"971",90.1220286828959
"972",90.841045357939
"973",92.2297867816013
"974",89.7961109068851
"975",88.7407990030416
"976",89.7546578648115
"977",90.3718383797659
"978",90.4272109772395
"979",92.3665866766887
"980",89.9560256399649
"981",92.0657334383416
"982",90.3099267525672
"983",91.1969501427967
"984",89.145854302033
"985",90.6960051454072
"986",91.4316717828465
"987",90.8800026088695
"988",91.9739085400853
"989",91.9883123735034
"990",90.2529725082101
"991",89.6246568916493
"992",91.3424186591602
"993",90.1597636866813
"994",90.6481470211959
"995",89.5818411831754
"996",90.2597996886422
"997",90.8960713620898
"998",90.6567898409575
"999",89.145096979821
"1000",90.25892857804
"1001",90.2363387932055
"1002",91.0164946547806
"1003",89.4520073727666
"1004",90.5726580447283
"1005",90.5587639847671
"1006",90.7858814294205
"1007",91.1604629818104
"1008",89.2034337855784
"1009",90.5842559115498
"1010",92.1933663369295
"1011",91.8223768543628
"1012",89.5530898475634
"1013",89.4527319471246
"1014",90.0857244135506
"1015",91.0654107922984
"1016",90.1925146885586
"1017",90.8983774549751
"1018",91.9213899701323
"1019",91.4148329726347
"1020",91.3679787848336
"1021",91.0182345508246
"1022",91.1593988710271
"1023",89.6069467512954
"1024",89.3716475214652
"1025",90.1941000202633
"1026",91.4379212998021
"1027",91.5470559964327
"1028",89.9243596091461
"1029",90.6919614263531
"1030",90.9172187094667
"1031",90.7590712127967
"1032",89.5465975442368
"1033",92.6797282905531
"1034",91.6942707114072
"1035",91.3240124537182
"1036",90.0499368450927
"1037",90.9377234529869
"1038",91.622453276232
"1039",90.5872591040622
"1040",90.2795906967345
"1041",90.1914102390622
"1042",91.0158944245276
"1043",90.4636745214727
"1044",90.8690930099486
"1045",91.0107147116981
"1046",91.9563900423208
"1047",90.5041475960559
"1048",92.2108474423131
"1049",91.5885530625181
"1050",91.5671913385289
"1051",89.1582816643538
"1052",91.5207726554262
"1053",91.7514903334452
"1054",89.4164964284737
"1055",91.5226545028229
"1056",91.0755959522047
"1057",90.8016561896866
"1058",90.3336078604379
"1059",89.5482663146607
"1060",89.8539121610328
"1061",89.4736159572245
"1062",92.027054732347
"1063",91.8964890386407
"1064",90.7161911445882
"1065",88.6228389888766
"1066",91.3298923953935
"1067",89.8855270656239
"1068",90.3461368013871
"1069",90.9057733826495
"1070",89.438138759661
"1071",90.0709238872661
"1072",91.6780556719003
"1073",89.4897539655078
"1074",89.9711083398862
"1075",91.6407936352861
"1076",90.6798622476216
"1077",90.5979949166921
"1078",90.7929307245033
"1079",89.8161029300243
"1080",91.0894707776659
"1081",90.1897836095425
"1082",90.932728247952
"1083",89.8235164241971
"1084",92.2493551386427
"1085",90.0545485638517
"1086",89.5292193826851
"1087",90.3111934333052
"1088",90.485355041
"1089",91.5152512974404
"1090",89.7929598338631
"1091",90.5204537571356
"1092",90.1037709728434
"1093",91.9381248894754
"1094",91.8164910543202
"1095",91.5101564808001
"1096",91.5182386326252
"1097",91.1831261217162
"1098",91.8430595596959
"1099",90.1412505885123
"1100",90.152675977417
"1101",89.80305073467
"1102",90.2767067050535
"1103",90.8171589443445
"1104",90.4498674197977
"1105",88.4043425207036
"1106",91.101765800521
"1107",90.3741284083601
"1108",89.2998111105711
"1109",91.4313556576435
"1110",89.5285100634522
"1111",90.1067666549724
"1112",91.152933141659
"1113",91.0653517957324
"1114",90.2666014675484
"1115",91.4861091224682
"1116",89.2393781735616
"1117",90.1764055487164
"1118",91.5675735424098
"1119",91.9814360692188
"1120",91.0071311167717
"1121",90.7741415762828
"1122",89.8873648492638
"1123",91.6513024779249
"1124",90.5177138849031
"1125",90.0055536651721
"1126",90.7444428671513
"1127",90.1647406472013
"1128",91.3050516395535
"1129",89.2340938329806
"1130",91.2484675931354
"1131",89.0983398282922
"1132",91.4552173599897
"1133",89.7756837318824
"1134",89.6250055247276
"1135",91.8000184143421
"1136",89.9678388211632
"1137",90.148533280053
"1138",90.2287846790919
"1139",91.2584518024614
"1140",91.0229303179774
"1141",91.207275965857
"1142",92.437337649937
"1143",89.8500015924352
"1144",89.7356394620654
"1145",91.8888024969113
"1146",89.2707484739528
"1147",90.5416621266247
"1148",90.3449732726716
"1149",90.1194217007688
"1150",89.3791841096737
"1151",89.9118903687743
"1152",91.8454623402982
"1153",90.0884628016469
"1154",90.6305482762186
"1155",91.0973650845705
"1156",90.9589225227736
"1157",90.6585185965368
"1158",90.8763638294046
"1159",91.2875385257284
"1160",90.3081246716793
"1161",90.2188753000402
"1162",90.8764818971988
"1163",91.4235666406364
"1164",91.1371227712462
"1165",90.1661919184694
"1166",89.9136946065207
"1167",89.6865883825659
"1168",91.1240908886948
"1169",90.409992446941
"1170",90.3850387323347
"1171",90.1809949272987
"1172",91.0045947122775
"1173",92.2006159346774
"1174",91.0368591610715
"1175",91.079934111623
"1176",90.0158617108164
"1177",90.9736162667894
"1178",89.7405188764503
"1179",90.0713633379007
"1180",90.3248650813341
"1181",92.053418950164
"1182",92.284811311467
"1183",90.7501729186782
"1184",88.3837797221557
"1185",89.7552449298367
"1186",89.9462741918618
"1187",90.6263044637551
"1188",89.3479157624421
"1189",90.3366987653299
"1190",91.8777080584311
"1191",90.9095104781505
"1192",89.4765961902356
"1193",91.490816532072
"1194",90.6048259162014
"1195",90.4790513223259
"1196",88.9917389854899
"1197",88.9423514114709
"1198",90.0993480316582
"1199",90.6789992864887
"1200",90.559900815395
"1201",89.6944237171668
"1202",90.5096702846157
"1203",89.8486702346816
"1204",90.2698041142939
"1205",91.6117665302482
"1206",89.7678870644565
"1207",91.9965405119235
"1208",91.5196888541892
"1209",91.7782132364321
"1210",90.2895251062665
"1211",91.4908102619703
"1212",91.2343983666867
"1213",88.9519178408723
"1214",90.3990717866642
"1215",90.262877484446
"1216",90.968661463192
"1217",90.3591722534472
"1218",90.324278263197
"1219",89.9285978372661
"1220",90.4480404034499
"1221",89.1215672553683
"1222",91.5228354985164
"1223",92.2410566522438
"1224",91.2705940974727
"1225",91.7901071536778
"1226",90.2055317068213
"1227",91.0906906357083
"1228",91.0747980742082
"1229",91.7417423421626
"1230",89.4115325373314
"1231",91.5947211229303
"1232",91.6717397358452
"1233",90.7768416557997
"1234",91.2263669947232
"1235",89.9568026746663
"1236",89.4509389513844
"1237",91.3885379807246
"1238",90.8490348169139
"1239",90.0939976628141
"1240",90.1522407037508
"1241",89.8086457768984
"1242",92.2064385913226
"1243",90.3191771333784
"1244",90.0726812763257
"1245",91.1715352980444
"1246",90.620082092368
"1247",89.5922072507836
"1248",90.7721997262297
"1249",90.0857381703599
"1250",90.7812581100461
"1251",91.4406682828562
"1252",89.6621620219966
"1253",90.6421714676525
"1254",90.5418381811539
"1255",89.6757943528582
"1256",90.5609496513224
"1257",90.883256568602
"1258",90.4634045951246
