,PC1,PC2,Indice
179,282.4206718,30.88057454,90.32862298
180,290.8586547,36.85420774,92.06204884
181,275.4252223,34.80915546,89.44200987
182,289.324421,30.61962535,91.58472525
183,283.1605765,35.33447677,90.86728761
184,275.0344999,33.57362161,89.56311795
185,285.8325674,34.14088281,91.13796107
186,280.4656957,28.46987976,90.23259436
187,285.5572912,33.84745021,90.98161038
188,280.5107409,34.30445896,90.32621966
189,280.7862231,34.90576909,90.41585293
190,281.8140338,28.11591691,90.42947655
191,282.0802963,29.86095043,90.31891953
192,286.2618827,32.98947081,91.26834861
193,274.9953106,36.87930227,89.52792694
194,282.4787712,34.24203242,90.45237249
195,290.8184735,29.30338625,91.70115898
196,280.5143444,31.8876072,90.29381228
197,276.7595883,30.95617743,89.71447637
198,285.4406548,32.46298008,91.01735055
199,281.8794549,33.62269122,90.57619886
200,276.3440027,30.75145898,89.62222666
201,287.1126833,30.63048361,91.24997634
202,278.7637014,33.34524755,90.13191207
203,282.9249029,34.81837584,90.66622816
204,280.4722714,41.54737395,90.59327313
205,276.635165,32.11951338,89.48775469
206,274.9849617,36.35792521,89.52485481
207,279.7036274,36.42004625,90.36792583
208,276.3473502,33.34483432,89.68012901
209,286.2959745,35.12268236,91.2689401
210,285.3764264,34.02440399,91.11357725
211,287.9479858,34.40605108,91.50684859
212,277.5550574,36.78836615,90.00359604
213,281.1156857,30.56313329,90.60126892
214,284.3143933,30.90329594,90.91590461
215,280.3791074,34.29601813,90.32768556
216,284.0673978,35.83127445,90.82647309
217,286.101784,29.9131316,90.91623371
218,282.2890585,32.93983413,90.55923191
219,284.7877524,32.34086119,91.11095384
220,281.9023567,34.03738543,90.45162265
221,277.6075225,32.89176394,89.81749285
222,281.8995869,30.99671123,90.6665442
223,286.9488262,32.10713937,91.341882
224,287.6221039,27.80849645,91.32999478
225,278.4743396,36.97437154,90.00852972
226,278.8323729,33.55837875,90.33102419
227,284.5673647,30.62210595,90.99471286
228,285.5713326,32.52312828,91.31068516
229,279.4033779,32.41856289,90.22738897
230,268.27359,32.18983624,88.3902276
231,284.4436482,31.27752447,90.82077717
232,283.2930607,32.90760595,90.67602996
233,279.3025887,35.21645653,89.99560113
234,286.513563,34.8898504,91.37077166
235,282.8017556,30.87967806,90.50460699
236,288.0692528,30.65056989,91.40362531
237,280.9418696,34.66459521,90.23723001
238,276.5126763,37.05772865,89.80112861
239,284.2604676,31.31417116,90.81174447
240,289.1526105,30.48944088,91.7447009
241,289.5687975,30.63189263,91.72995852
242,279.0703576,38.31156999,90.31831556
243,273.7747544,33.47746895,89.33891335
244,285.3356237,35.25874444,90.98115797
245,285.6663254,30.75142247,91.04342898
246,280.6958911,30.69213744,90.06454009
247,284.1256449,30.544849,91.06808996
248,287.8268889,31.17809843,91.44251202
249,286.1567215,31.16704499,91.07193017
250,276.1533004,35.90033364,89.78911139
251,276.9899683,35.92865816,89.67763681
252,276.1133021,35.96515129,89.59927302
253,280.6663813,34.12161162,90.22954617
254,290.0553047,29.67169831,91.87013589
255,284.468939,32.54483183,91.12992308
256,284.4523158,33.83486807,90.77935229
257,282.422793,38.01666029,90.68772411
258,287.692919,29.82818018,91.23301617
259,281.4002885,34.2488623,90.52224036
260,279.0239581,33.51615598,90.07678661
261,285.6162283,26.4478508,90.98866604
262,274.9084339,31.04397209,89.30290231
263,277.5708437,35.82188902,89.93893137
264,275.2105054,35.75067765,89.53573434
265,274.7493474,29.39813004,89.4446671
266,284.4851414,34.07795662,90.93290972
267,271.0554736,32.18708375,89.0722037
268,283.4327861,32.74041738,90.7162905
269,288.3529466,32.43373856,91.46959713
270,284.1138621,28.54827854,90.69701003
271,279.5358991,32.68126029,90.19516639
272,291.2685066,33.63876012,91.85261806
273,282.6432033,30.52561267,90.30171571
274,282.8297313,34.48584441,90.59198559
275,279.9707038,33.86337074,90.26306289
276,286.8413346,31.44195809,91.35277804
277,285.7135744,28.04991075,90.95905865
278,286.2030318,31.55888275,91.11466043
279,288.5111008,32.95051639,91.34912487
280,288.2538782,33.45682653,91.50431679
281,283.1538223,35.65194137,90.84360163
282,279.757542,34.42415573,90.16296687
283,282.663305,29.5841671,90.42570765
284,285.6650191,32.75609517,91.12096557
285,271.6091435,37.15608584,89.29333126
286,276.4163224,35.90711778,89.70369635
287,283.6975027,33.04108704,90.79180206
288,282.3107184,36.68281691,90.79463511
289,284.9953888,37.22228666,91.03071918
290,277.6176866,37.04621465,89.94661808
291,273.857446,34.89704562,89.38060399
292,276.2121845,37.58932925,89.59058408
293,284.9189243,32.80524233,91.05749483
294,279.3703327,36.02710997,90.2862729
295,280.2329916,38.22497202,90.53015364
296,283.4613757,29.5588393,90.77831728
297,283.6215565,37.64129842,90.8076556
298,286.1519404,25.84053622,91.05594885
299,285.1877174,30.33282867,91.08711654
300,277.9036848,38.62428565,89.98565954
301,285.0486162,32.80053339,91.04383679
302,277.0566834,33.79505854,89.91428463
303,276.6713052,37.02916955,89.83172876
304,274.0949302,34.03441705,89.19736462
305,277.195041,33.88832081,89.85672256
306,289.6405652,34.21074145,91.77249773
307,284.5525712,31.73736321,90.6485297
308,278.8016708,28.17217038,89.91846079
309,282.5774899,34.13913503,90.73783028
310,282.6973783,31.33534863,90.56152118
311,283.9921456,35.02210821,90.82598406
312,276.3593468,33.81485542,89.5857365
313,280.0962063,33.58211722,90.22789164
314,274.1826398,32.92724788,89.5139293
315,283.9000679,33.61462858,90.72136011
316,278.4169051,33.82867153,90.15914529
317,283.1276808,31.28506258,90.69106188
318,279.4131399,24.56632766,89.85655561
319,275.7561801,37.40925286,89.80081515
320,276.9366984,34.35526088,89.67573216
321,279.189339,33.44370972,90.02599083
322,289.3297075,31.07025888,91.48417146
323,281.1830135,33.04275881,90.3998526
324,281.74405,34.51346419,90.5825507
325,276.7116108,36.08963508,89.76517635
326,279.3913653,32.62635324,90.07456387
327,285.6424488,33.8605497,91.13711749
328,297.8953599,30.63784562,93.03037412
329,290.9900824,31.14960567,91.85244154
330,276.4253715,33.09729592,89.51330604
331,286.3937303,35.13569022,91.24094541
332,281.0118366,36.6901612,90.41592764
333,287.1255632,33.52482817,91.23001527
334,285.7662906,28.10119427,91.01885685
335,288.8503961,30.03897167,91.42133421
336,280.296327,32.64411807,90.43649786
337,295.2664505,30.86935296,92.57339692
338,279.677785,34.38557449,90.08438511
339,285.0950154,32.3969572,91.06059337
340,285.8565214,31.92936029,91.13017355
341,278.5256762,30.75123373,89.98642026
342,283.818871,34.97665047,90.98680067
343,280.2639196,30.64227236,90.29460677
344,282.1738443,30.83343216,90.65853178
345,280.0923564,35.30224262,90.36309403
346,279.8606198,34.31918396,90.4419057
347,293.7615381,29.85128128,92.2401546
348,289.2054716,31.90219316,91.67848567
349,294.196323,30.64207503,92.39798657
350,275.0937043,31.05720743,89.42743231
351,277.5696969,34.33547757,89.77920427
352,271.9109621,36.23935004,88.90083417
353,280.4232052,35.98601629,90.36193555
354,284.3448627,28.10488495,90.77087909
355,285.5620188,33.13022142,91.12334184
356,288.9692016,31.61454207,91.50132917
357,286.0766323,35.35525507,91.16551572
358,283.15877,31.9729715,90.8709578
359,286.8699444,32.28478903,91.14583275
360,282.9789054,33.84656087,90.81000159
361,285.3609636,32.48159897,91.15343595
362,284.5143149,33.44281957,90.88939765
363,283.3981864,33.68592541,90.76061269
364,284.2504907,32.84555184,90.83991057
365,279.8730373,34.62766621,90.39545404
366,285.2098281,34.14426905,90.99624946
367,291.5555041,33.01282806,91.82979899
368,282.8225046,32.07399373,90.79271428
369,280.6959414,36.64151106,90.35126943
370,278.9684689,33.52787902,90.10381234
371,285.9332594,34.322187,91.15677955
372,271.5663546,31.73230487,88.8032799
373,280.1428343,30.75777931,90.26829178
374,283.820436,34.67202213,90.78972713
375,279.2715831,33.60299378,90.11645343
376,288.5243598,34.4826865,91.60192883
377,284.7498688,30.35785442,90.72431148
378,273.6087296,31.95507917,89.33191896
379,280.5860654,34.01308753,90.52043962
380,280.5133559,34.64673227,90.21765759
381,288.1224616,28.43442285,91.51168327
382,282.7673893,34.37985254,90.57225395
383,284.6954758,33.30300746,90.888482
384,280.0914356,37.20375422,90.35927625
385,274.1807672,33.74178556,89.53981067
386,283.0913748,31.02404637,90.6163557
387,288.0488206,32.62370301,91.58403506
388,277.8771374,32.74600595,89.96331532
389,282.6812233,30.87223181,90.66726984
390,286.7440197,30.21400444,90.91329306
391,277.3056958,35.04694573,89.81157447
392,277.0450454,34.71504708,89.73852325
393,281.8611394,29.89234178,90.44556057
394,288.2388743,34.52096538,91.45352102
395,281.9445999,30.75828305,90.65436944
396,285.6595764,27.98857607,90.97961961
397,283.5329226,35.91961245,90.81079278
398,270.6614075,40.1058989,88.94419256
399,289.9633438,32.95089325,91.67160348
400,283.2813387,36.28502855,90.94304593
401,281.0209695,31.62733023,90.13237794
402,292.0855169,31.66569272,92.29326055
403,284.5661281,27.77573376,90.83429849
404,289.9696354,34.23081036,91.82707028
405,285.4685731,31.31228002,91.17391825
406,281.3614898,31.30542539,90.41728478
407,285.8937179,29.43336268,91.02766038
408,273.6198713,34.99630714,89.26231492
409,284.5908351,34.6070803,90.99656529
410,279.9042063,38.99267816,90.34270666
411,286.8589943,30.84477452,91.47265296
412,280.0383127,32.28785387,90.18173494
413,288.2225729,30.29382608,91.3296117
414,285.8184825,34.16748229,91.1949196
415,272.473902,34.33916442,89.17616577
416,283.8990072,33.87872229,91.0796073
417,275.7054515,36.40840894,89.7461194
418,283.2363923,31.26783319,90.61817491
419,287.4687505,32.59022845,91.58691911
420,283.9563165,34.39767658,90.56526429
421,280.7986109,33.97275182,90.2731126
422,282.8897989,35.51965283,90.87468124
423,280.5021747,33.31473099,90.33696781
424,286.7437765,29.04582111,91.24381469
425,275.2635374,32.97242568,89.44015443
426,274.9832795,35.79681551,89.45546182
427,284.486792,35.0897178,91.06218934
428,286.3228422,38.94087897,91.40728905
429,278.6392407,32.31276803,89.99131142
430,282.6708116,35.57044883,90.68261937
431,295.9589411,32.45180276,92.81229484
432,284.5181399,32.00835895,91.08841553
433,280.7940631,35.55217034,90.34351671
434,286.8436424,35.89528222,91.49495698
435,282.8222563,31.78690858,90.60666582
436,280.4124862,35.222384,90.30720966
437,287.2698348,34.86246109,91.21399671
438,284.9141755,32.34715297,91.11599857
439,275.8746801,34.33426881,89.58931949
440,282.8726623,30.84468641,90.5861222
441,282.9786389,35.37866658,90.65327682
442,288.6183731,27.16202863,91.43113137
443,294.8634864,29.77880926,92.44530613
444,289.1498812,28.18758757,91.70943684
445,278.316293,36.82909409,90.08485249
446,280.7229567,35.65881882,90.2618358
447,286.7063259,27.3851204,91.00467828
448,295.0960183,29.49361361,92.55864173
449,277.4056009,33.18592541,89.80989576
450,278.4627708,32.81633974,90.18647729
451,293.617893,32.21104904,92.4035488
452,281.4297663,29.66435009,90.38747001
453,284.3462868,33.01662226,90.74309224
454,285.4251823,30.07653496,91.15279274
455,279.8852675,30.57078915,90.25836928
456,278.6680794,32.86570056,90.22414624
457,274.3040471,37.40387332,89.36420003
458,286.2748628,35.45984863,91.18881941
459,286.0036468,27.17398745,90.98194517
460,284.218011,33.64180434,90.95318837
461,281.7864271,32.59363718,90.35544046
462,285.2868294,33.94177979,91.05249817
463,278.7228056,34.32433222,90.04091187
464,284.3147094,33.44693438,90.8291659
465,279.4229828,35.52737411,90.39671193
466,279.5742426,30.98537227,90.06475265
467,282.5340957,38.34980317,90.87871587
468,279.9174848,32.83251222,90.36614404
469,284.6058549,33.63648403,90.87767303
470,287.6715192,28.69414775,91.28879975
471,284.345265,31.99455022,90.85870996
472,275.9796041,38.1699153,89.71233052
473,277.3711748,32.41675716,89.98244098
474,274.3158752,34.1207802,89.31666038
475,289.2836781,30.73854478,91.60023384
476,280.6655986,34.59654237,90.1649152
477,278.5380116,32.41223037,90.25276558
478,283.186851,33.46815819,90.83703573
479,278.3928423,31.14162067,89.90404835
480,273.842393,35.91504606,89.31644765
481,288.6811735,35.97992553,91.59674219
482,282.722559,30.43939721,90.63627849
483,293.7967903,28.6405945,92.1301083
484,283.6892486,31.0855468,90.36868963
485,278.2359109,35.15469854,90.01553705
486,287.0099779,30.45109589,91.09764393
487,276.0723591,29.56767441,89.5593479
488,289.4056035,30.35295015,91.55437793
489,287.550787,32.63671215,91.51612625
490,286.6862655,33.27295419,91.39873981
491,287.7549802,32.48791005,91.37111445
492,275.5097255,33.92748492,89.70831515
493,290.01993,31.15536533,91.6846316
494,280.0539558,39.30405052,90.47241783
495,283.8143197,33.52473857,90.89507509
496,288.5449956,31.22178506,91.40774977
497,288.2361201,29.62111158,91.4302788
498,279.445563,34.7972119,90.13228464
499,279.6975882,29.30573359,90.25478533
500,278.6914017,32.95940146,90.12991639
501,281.4353886,33.38238362,90.47398075
502,277.0502773,35.80873587,89.7328583
503,281.6672384,28.17489866,90.56019108
504,273.3913854,32.41576464,89.10789916
505,277.7131422,35.19729115,90.01279117
506,279.61156,30.01342016,90.22225334
507,281.3145165,34.33936568,90.4675604
508,282.2746466,28.76553469,90.38863441
509,289.0873516,31.89347131,91.53600696
510,289.8434895,32.34236926,91.64848684
511,288.4965246,31.43972054,91.52193062
512,288.468682,37.42429102,91.72512666
513,282.4905332,33.83998013,90.78355665
514,282.8942789,34.45701048,90.78000927
515,285.8585174,34.95602341,91.22727852
516,277.4021183,29.80712464,89.65782979
517,285.1419046,33.59324364,91.23357248
518,284.6050647,32.76720936,90.8553486
519,281.2665603,36.35530341,90.46862347
520,284.0243676,31.94450133,90.77132744
521,283.0388397,32.19255516,90.63871344
522,284.4458195,32.32323934,91.13746902
523,273.0150092,31.16842664,89.0291419
524,282.2618868,32.30515673,90.86262342
525,276.32694,32.70095837,89.78436053
526,281.5620201,32.50742478,90.30699924
527,274.2007238,30.15114468,89.3097118
528,282.4860071,33.15906931,90.54053443
529,289.3908464,30.78147684,91.66175404
530,273.2345341,37.30272019,89.06757919
531,284.2719691,33.8163598,90.88953556
532,294.631429,33.43485027,92.66166938
533,282.41241,30.0904494,90.33999249
534,284.7174905,28.32721121,90.91199695
535,283.9357299,32.7904661,90.77445402
536,270.163428,35.89199755,88.49647764
537,285.528626,34.03813237,91.12199872
538,277.8554014,34.47523908,89.87222349
539,279.5857171,33.99007779,90.17551795
540,280.7933518,32.86622184,90.34828213
541,289.3916051,30.95493181,91.76707597
542,280.0397901,30.43672221,90.05602526
543,272.147727,35.15866868,89.13430134
544,274.1373996,32.03469748,89.30186056
545,286.674096,28.1426875,91.19741305
546,281.1340699,34.75864267,90.45265155
547,270.0122846,31.68072564,88.5439932
548,288.5257726,32.0701693,91.65792066
549,271.2338529,42.05136768,88.9207591
550,276.7055638,34.98289146,89.96610458
551,280.933975,34.02110437,90.45675808
552,294.5986605,31.91280462,92.36144582
553,283.6950224,30.76031961,90.65851938
554,285.3490559,31.75569961,91.20271353
555,275.1548066,38.81279233,89.68512422
556,287.3669533,33.59929358,91.31739742
557,278.2990736,32.7563605,90.21318843
558,283.7251004,33.052871,90.67713586
559,275.6620732,37.35723663,89.73316623
560,296.4687296,26.19402808,92.76782196
561,272.5070899,32.97595304,89.09125975
562,279.9377392,30.89742659,90.17911413
563,286.4585116,33.4982825,91.21611511
564,293.2684666,28.9665394,92.23168932
565,287.5383971,27.86116379,91.31177313
566,285.5699282,34.08898338,91.06776911
567,284.4415188,28.58588138,90.81351373
568,286.9925163,29.70614242,91.2492055
569,280.0434185,37.36164864,90.54273112
570,275.7242474,37.49612695,89.76848086
571,286.5425694,28.11503048,91.13369777
572,276.1526862,32.3954072,89.69306334
573,281.9612828,32.42209913,90.71194194
574,280.8602797,32.65178337,90.37029322
575,285.8800924,32.41782612,91.30030395
576,288.9315734,29.25260897,91.56241321
577,281.5211435,33.23740028,90.42883292
578,266.9213134,37.47007004,88.50256409
579,279.5181836,33.46220645,89.88486753
580,281.7955916,34.28273802,90.57701761
581,279.7352207,31.59097,89.98155467
582,273.1295835,34.06922986,89.0994729
583,282.8641548,36.6084443,90.83947446
584,283.9979502,37.6791385,90.92090689
585,274.1737072,33.01882569,89.51832882
586,276.7597225,32.76604466,89.82268877
587,285.5949372,27.42715354,90.92196042
588,279.5241671,34.82927256,90.42415636
589,277.3931513,35.17674537,89.92705598
590,282.5468286,32.57371868,90.61329715
591,279.768959,33.96652645,90.27997754
592,286.0656631,30.8354532,91.15476011
593,279.2895341,33.79684572,90.13539333
594,283.096165,35.59086905,90.88828412
595,278.7702699,29.22779253,89.95844888
596,288.3054629,32.32649388,91.68426293
597,287.3649941,29.68284963,91.37601647
598,277.5030181,32.64049681,89.917667
599,278.458791,35.83786759,90.0590982
600,284.7323751,26.8467581,90.7060097
601,281.8936827,33.2094099,90.38811541
602,282.8337331,28.92357162,90.67183606
603,285.8316138,32.86303913,91.05271424
604,289.8563976,33.38537127,91.70286887
605,287.2702886,28.56706447,91.02433609
606,284.3687853,32.7519551,90.83342883
607,284.9687483,32.8350759,90.90488647
608,286.3365011,30.63660186,91.15786125
609,289.8868965,28.65073461,91.68645855
610,283.413504,31.20542529,90.79101485
611,283.8121271,33.44599903,90.65214928
612,288.6810609,29.9554532,91.46714624
613,272.5371952,32.28142113,88.86189158
614,278.3324169,34.74683524,90.08086057
615,287.7285142,34.76075473,91.21078201
616,276.8336755,32.23280821,89.72245754
617,272.6901272,38.18171591,89.23262129
618,278.2339586,31.80621374,89.90804807
619,277.7785863,30.1418124,89.78369852
620,281.5381926,30.39851388,90.35573315
621,270.6486026,30.45610726,88.59705212
622,283.2207188,29.4203775,90.59315763
623,291.9670176,33.84002389,92.22964404
624,279.5646477,33.04687521,90.16020238
625,275.0507552,30.46088041,89.67945993
626,277.025866,32.67956892,89.58802756
627,279.3472143,32.23491357,89.92803228
628,293.8675342,31.98137546,92.56776534
629,282.853638,33.34269489,90.63350604
630,276.2146351,35.28199229,89.85630521
631,280.1895995,33.82906353,90.38318155
632,280.7506587,34.36583805,90.30043085
633,277.1029171,35.58232075,89.85940341
634,295.517546,27.55770253,92.42998002
635,275.1426635,29.23018646,89.17021865
636,283.1901831,34.24857179,90.85062096
637,274.6556029,34.07559313,89.61868438
638,268.1421561,36.72844824,88.38339618
639,284.1292268,33.74068249,90.77154512
640,274.3992736,33.55177296,89.18194141
641,280.5965719,33.14613829,90.3998876
642,281.8995233,34.28872143,90.61561392
643,291.3104927,30.62465635,92.03332841
644,277.9079871,33.30444817,89.88732651
645,281.2663749,33.82034378,90.43158241
646,282.8191598,35.42493553,90.83116705
647,282.9905829,30.31779527,90.73889945
648,289.1226503,27.03523545,91.49996543
649,275.4913059,31.28576585,89.55883389
650,284.8560131,32.09744978,91.03404651
651,286.4233209,30.21133747,91.03101779
652,283.9275229,31.85866184,91.00998869
653,278.9909005,39.81589951,90.13065083
654,280.7386779,36.25528761,90.45193992
655,284.0285038,31.08135219,90.69416007
656,286.0259012,27.88204235,90.85306608
657,287.1879685,30.84635623,91.34008272
658,289.142189,27.47878856,91.58239917
659,271.1695455,37.96759293,88.83536215
660,276.3827813,29.20013624,89.51146373
661,289.8390311,33.91675005,91.80887404
662,283.2020512,33.07227157,90.71843192
663,280.5449511,31.64019513,90.43989567
664,280.8992633,34.18457419,90.51563541
665,278.1156075,29.67322649,89.83397821
666,286.0495824,27.25804742,91.04975504
667,290.8005711,33.5427241,91.70418634
668,273.7985631,33.94789343,89.20426908
669,284.4961232,33.59225997,91.08351121
670,284.4713904,29.63739951,90.73884308
671,276.0980205,38.25589171,89.65074412
672,278.0514513,35.2410091,90.03412408
673,293.5975011,29.13033572,92.25669009
674,284.0661169,31.54601562,90.813202
675,272.2814215,34.36320085,89.22146657
676,281.9168215,27.7358104,90.32339895
677,276.8037716,36.42628626,89.80581763
678,285.5294442,31.58107837,90.95352254
679,283.6620012,33.70966934,90.83784636
680,295.8529053,30.52920352,92.72496361
681,276.3659072,36.96950031,89.67802654
682,282.8006027,31.74617735,90.93675697
683,282.015143,34.23748141,90.63771206
684,282.0188497,33.12733389,90.71742129
685,286.4144868,32.0237748,90.96354624
686,272.4680935,33.66523313,88.95416061
687,278.1005197,33.03322994,90.18170037
688,292.004411,31.52010067,92.13834871
689,283.847607,34.58107261,90.68277856
690,281.6700107,31.16770126,90.38970534
691,274.5839797,34.14505612,89.25472092
692,271.6046201,36.63644836,89.07984703
693,276.7625164,35.41547438,89.71770194
694,285.2136761,34.61983968,91.10995328
695,279.2403447,29.95273673,90.07407514
696,283.2485728,31.73332127,90.72414179
697,272.270939,36.83991245,89.0359472
698,277.5494873,30.34545231,90.02611618
699,287.0757033,31.47027642,91.24886778
700,282.4224849,35.248353,90.7939884
701,291.3873547,33.9003489,91.9757442
