Line,Shift,Timestamps,AY,Units Produced,Units Planned,Units Lost,Downtime,Planned Time,Run- time,Repairs,CAL,Bussiness Date,Grupo
LN02,1,2021-08-01 09:00:00,0.00%,0,0,0,32.37,0,26.47,0,0,1-agosto-21,B1
LN02,1,2021-08-01 10:00:00,0.00%,0,0,0,15.83,0,4.17,0,0,1-agosto-21,B1
LN03,1,2021-08-01 11:00:00,0.00%,0,0,0,57.82,0,0,0,0,1-agosto-21,C1
LN03,1,2021-08-01 12:00:00,0.00%,0,0,0,8.02,0,0,0,0,1-agosto-21,C1
LN02,1,2021-08-02 06:00:00,86.84 %,99,114,15,13.23,0,41.48,0,0,2-agosto-21,B1
LN02,1,2021-08-02 07:00:00,88.8 %,111,125,14,12,0,48,0,0,2-agosto-21,B1
LN02,1,2021-08-02 08:00:00,88.46 %,92,104,12,14.58,10.12,35.3,0,0,2-agosto-21,B1
LN02,1,2021-08-02 09:00:00,96.8 %,121,125,4,10.18,0,49.82,0,0,2-agosto-21,B1
LN02,1,2021-08-02 10:00:00,3.2 %,4,125,121,58.53,0,1.47,0,0,2-agosto-21,B1
LN02,1,2021-08-02 11:00:00,88.0 %,110,125,15,13.63,0,46.37,0,0,2-agosto-21,B1
LN02,1,2021-08-02 12:00:00,100.0 %,125,125,0,6.78,0,53.22,0,0,2-agosto-21,B1
LN02,1,2021-08-02 13:00:00,100.00%,133,125,0,2.37,0,57.63,0,0,2-agosto-21,B1
LN02,1,2021-08-02 14:00:00,87.85 %,94,107,13,15.32,9.03,35.65,0,0,2-agosto-21,B1
LN02,1,2021-08-02 15:00:00,92.74 %,115,124,9,6.12,0.17,53.72,0,0,2-agosto-21,B1
LN02,1,2021-08-02 16:00:00,100.00%,133,126,0,2.55,0,57.45,0,0,2-agosto-21,B1
LN02,1,2021-08-02 17:00:00,100.00%,129,125,0,4.45,0,55.55,0,0,2-agosto-21,B1
LN02,2,2021-08-02 18:00:00,85.09 %,97,114,17,13.87,0,40.7,0,0,2-agosto-21,B2
LN02,2,2021-08-02 19:00:00,88.0 %,110,125,15,14.9,0,45.1,0,0,2-agosto-21,B2
LN02,2,2021-08-02 20:00:00,82.69 %,86,104,18,11.48,10.1,38.42,1,0,2-agosto-21,B2
LN02,2,2021-08-02 21:00:00,99.2 %,124,125,1,5.05,0,54.95,4,0,2-agosto-21,B2
LN02,2,2021-08-02 22:00:00,15.2 %,19,125,106,51.9,0,8.1,0,0,2-agosto-21,B2
LN02,2,2021-08-02 23:00:00,43.93 %,47,107,60,30.93,8.75,20.32,1,0,2-agosto-21,B2
LN02,2,2021-08-03 00:00:00,100.00%,130,125,0,4.5,0,55.5,2,0,2-agosto-21,B2
LN02,2,2021-08-03 01:00:00,100.00%,136,125,0,0.2,0,59.8,2,0,2-agosto-21,B2
LN02,2,2021-08-03 02:00:00,46.67 %,49,105,56,26.28,9.78,23.93,0,0,2-agosto-21,B2
LN02,2,2021-08-03 03:00:00,0.0 %,0,124,124,60,0,0,1,0,2-agosto-21,B2
LN02,2,2021-08-03 04:00:00,21.6 %,27,125,98,48.48,0,11.52,0,0,2-agosto-21,B2
LN02,2,2021-08-03 05:00:00,92.8 %,116,125,9,2.32,0,57.68,0,0,2-agosto-21,B2
LN03,1,2021-08-02 06:00:00,39.24 %,31,79,48,30.8,0,23.82,0,0,2-agosto-21,C1
LN03,1,2021-08-02 07:00:00,60.92 %,53,87,34,7.6,0,52.4,0,0,2-agosto-21,C1
LN03,1,2021-08-02 08:00:00,57.53 %,42,73,31,0.48,10.02,49.5,0,0,2-agosto-21,C1
LN03,1,2021-08-02 09:00:00,70.11 %,61,87,26,1.73,0,58.27,0,0,2-agosto-21,C1
LN03,1,2021-08-02 10:00:00,59.49 %,47,79,32,0.17,5.02,54.82,0,0,2-agosto-21,C1
LN03,1,2021-08-02 11:00:00,67.57 %,25,37,12,0.13,35,24.87,0,0,2-agosto-21,C1
LN03,1,2021-08-02 12:00:00,57.47 %,50,87,37,11.9,0,48.1,0,0,2-agosto-21,C1
LN03,1,2021-08-02 13:00:00,70.11 %,61,87,26,0.43,0,59.57,0,0,2-agosto-21,C1
LN03,1,2021-08-02 14:00:00,74.71 %,65,87,22,0,0,60,0,0,2-agosto-21,C1
LN03,1,2021-08-02 15:00:00,77.78 %,56,72,16,0.33,10.02,49.65,0,0,2-agosto-21,C1
LN03,1,2021-08-02 16:00:00,72.41 %,63,87,24,0.07,0,59.93,0,0,2-agosto-21,C1
LN03,1,2021-08-02 17:00:00,39.08 %,34,87,53,15.1,0,44.9,0,0,2-agosto-21,C1
LN03,2,2021-08-02 18:00:00,84.06 %,58,69,11,0.95,0,53.43,0,0,2-agosto-21,C2
LN03,2,2021-08-02 19:00:00,85.71 %,66,77,11,2.37,0,57.63,0,0,2-agosto-21,C2
LN03,2,2021-08-02 20:00:00,100.00%,65,63,0,2.38,10,47.62,0,0,2-agosto-21,C2
LN03,2,2021-08-02 21:00:00,100.00%,82,77,0,1.67,0,58.33,0,0,2-agosto-21,C2
LN03,2,2021-08-02 22:00:00,100.00%,86,76,0,5.83,0,54.17,0,0,2-agosto-21,C2
LN03,2,2021-08-02 23:00:00,0.00%,0,0,0,0.03,59.97,0,0,0,2-agosto-21,C2
LN03,2,2021-08-03 00:00:00,98.68 %,75,76,1,11.07,0.05,48.88,0,0,2-agosto-21,C2
LN03,2,2021-08-03 01:00:00,88.31 %,68,77,9,5.87,0,54.13,0,0,2-agosto-21,C2
LN03,2,2021-08-03 02:00:00,27.63 %,21,76,55,35.33,0,24.67,0,0,2-agosto-21,C2
LN03,2,2021-08-03 03:00:00,0.0 %,0,64,64,0.07,10,49.93,0,0,2-agosto-21,C2
LN03,2,2021-08-03 04:00:00,0.0 %,0,76,76,0,0,60,0,0,2-agosto-21,C2
LN03,2,2021-08-03 05:00:00,63.16 %,48,76,28,20.98,0,39.02,0,0,2-agosto-21,C2
LN04,1,2021-08-02 06:00:00,67.86 %,57,84,27,0,0,2.13,0,0,2-agosto-21,D1
LN04,1,2021-08-02 07:00:00,51.61 %,48,93,45,22.6,0,37.4,0,0,2-agosto-21,D1
LN04,1,2021-08-02 08:00:00,72.5 %,58,80,22,17.88,7.68,34.43,0,0,2-agosto-21,D1
LN04,1,2021-08-02 09:00:00,0.00%,87,0,0,0,60,0,4,0,2-agosto-21,D1
LN04,1,2021-08-02 10:00:00,100.00%,60,23,0,2.37,44.88,12.75,0,0,2-agosto-21,D1
LN04,1,2021-08-02 11:00:00,100.00%,98,93,0,11.82,0.6,47.58,0,0,2-agosto-21,D1
LN04,1,2021-08-02 12:00:00,91.3 %,84,92,8,5.33,10.32,44.35,0,0,2-agosto-21,D1
LN04,1,2021-08-02 13:00:00,100.00%,104,93,0,3.87,0,56.13,1,0,2-agosto-21,D1
LN04,1,2021-08-02 14:00:00,88.04 %,81,92,11,6.78,0,53.22,1,0,2-agosto-21,D1
LN04,1,2021-08-02 15:00:00,100.00%,100,92,0,6.03,0.52,53.45,0,0,2-agosto-21,D1
LN04,1,2021-08-02 16:00:00,39.13 %,36,92,56,5.03,10.8,44.17,0,0,2-agosto-21,D1
LN04,1,2021-08-02 17:00:00,97.85 %,91,93,2,6.87,0,53.13,0,0,2-agosto-21,D1
LN04,2,2021-08-02 18:00:00,11.39 %,9,79,70,50.33,0,4.23,0,0,2-agosto-21,D2
LN04,2,2021-08-02 19:00:00,0.0 %,0,88,88,60,0,0,0,0,2-agosto-21,D2
LN04,2,2021-08-02 20:00:00,0.0 %,0,87,87,60,0,0,2,0,2-agosto-21,D2
LN04,2,2021-08-02 21:00:00,0.0 %,0,87,87,60,0,0,0,0,2-agosto-21,D2
LN04,2,2021-08-02 22:00:00,0.0 %,0,88,88,60,0,0,0,0,2-agosto-21,D2
LN04,2,2021-08-02 23:00:00,0.0 %,0,87,87,60,0,0,1,0,2-agosto-21,D2
LN04,2,2021-08-03 00:00:00,0.0 %,0,87,87,60,0,0,0,0,2-agosto-21,D2
LN04,2,2021-08-03 01:00:00,0.0 %,0,88,88,60,0,0,0,0,2-agosto-21,D2
LN04,2,2021-08-03 02:00:00,0.0 %,0,87,87,60,0,0,0,0,2-agosto-21,D2
LN01,1,2021-08-03 06:00:00,100.00%,67,66,0,26.5,0,27.8,0,0,3-agosto-21,A1
LN01,1,2021-08-03 07:00:00,100.00%,73,62,0,34.75,9.23,16.02,0,0,3-agosto-21,A1
LN01,1,2021-08-03 08:00:00,100.00%,75,72,0,46.83,0.77,12.4,0,0,3-agosto-21,A1
LN01,1,2021-08-03 09:00:00,49.32 %,36,73,37,56.02,0,3.98,0,0,3-agosto-21,A1
LN01,1,2021-08-03 10:00:00,100.00%,74,73,0,45.02,0,14.98,0,0,3-agosto-21,A1
LN01,1,2021-08-03 11:00:00,89.19 %,33,37,4,21.62,29.67,8.72,0,0,3-agosto-21,A1
LN01,1,2021-08-03 12:00:00,98.63 %,72,73,1,45.45,0.17,14.38,0,0,3-agosto-21,A1
LN01,1,2021-08-03 13:00:00,45.21 %,33,73,40,52.35,0,7.65,0,0,3-agosto-21,A1
LN01,1,2021-08-03 14:00:00,56.76 %,42,74,32,31.68,0,28.32,0,0,3-agosto-21,A1
LN01,1,2021-08-03 15:00:00,100.0 %,60,60,0,2.88,10,47.12,0,0,3-agosto-21,A1
LN01,1,2021-08-03 16:00:00,83.78 %,62,74,12,20.75,0,39.25,0,0,3-agosto-21,A1
LN01,1,2021-08-03 17:00:00,100.00%,78,73,0,13.15,0,46.85,0,0,3-agosto-21,A1
LN02,1,2021-08-03 06:00:00,69.3 %,79,114,35,15.82,0,38.48,0,0,3-agosto-21,B1
LN02,1,2021-08-03 07:00:00,100.00%,124,112,0,0.63,6.05,53.32,0,0,3-agosto-21,B1
LN02,1,2021-08-03 08:00:00,100.00%,118,117,0,2.92,4.3,52.78,0,0,3-agosto-21,B1
LN02,1,2021-08-03 09:00:00,96.8 %,121,125,4,8.83,0,51.17,0,0,3-agosto-21,B1
LN02,1,2021-08-03 10:00:00,27.42 %,17,62,45,22.53,30.13,7.33,0,0,3-agosto-21,B1
LN02,1,2021-08-03 11:00:00,42.4 %,53,125,72,37.78,0.08,22.13,0,0,3-agosto-21,B1
LN02,1,2021-08-03 12:00:00,100.00%,126,125,0,3.62,0,56.38,0,0,3-agosto-21,B1
LN02,1,2021-08-03 13:00:00,80.8 %,101,125,24,23.57,0,36.43,0,0,3-agosto-21,B1
LN02,1,2021-08-03 14:00:00,100.00%,108,103,0,3.35,10.4,46.25,0,0,3-agosto-21,B1
LN02,1,2021-08-03 15:00:00,54.4 %,68,125,57,30.63,0,29.37,0,0,3-agosto-21,B1
LN02,1,2021-08-03 16:00:00,45.24 %,57,126,69,37.45,0,22.55,0,0,3-agosto-21,B1
LN02,1,2021-08-03 17:00:00,100.0 %,125,125,0,4.52,0,55.48,0,0,3-agosto-21,B1
LN02,2,2021-08-03 18:00:00,57.61 %,53,92,39,31.33,0,23,0,0,3-agosto-21,B2
LN02,2,2021-08-03 19:00:00,99.01 %,100,101,1,17.6,0,42.4,0,0,3-agosto-21,B2
LN02,2,2021-08-03 20:00:00,100.00%,86,85,0,12.32,9.98,37.7,0,0,3-agosto-21,B2
LN02,2,2021-08-03 21:00:00,100.00%,129,101,0,6.37,0,53.63,0,0,3-agosto-21,B2
LN02,2,2021-08-03 22:00:00,19.8 %,20,101,81,51.17,0,8.83,0,0,3-agosto-21,B2
LN02,2,2021-08-03 23:00:00,0.0 %,0,6,6,3.5,56.5,0,0,0,3-agosto-21,B2
LN02,2,2021-08-04 00:00:00,100.00%,123,100,0,5.27,0.47,54.27,0,0,3-agosto-21,B2
LN02,2,2021-08-04 01:00:00,100.00%,125,102,0,5.47,0,54.53,0,0,3-agosto-21,B2
LN02,2,2021-08-04 02:00:00,23.81 %,20,84,64,41.57,10,8.43,0,0,3-agosto-21,B2
LN02,2,2021-08-04 03:00:00,100.00%,125,101,0,3.72,0,56.28,0,0,3-agosto-21,B2
LN02,2,2021-08-04 04:00:00,100.00%,116,102,0,9.9,0,50.1,0,0,3-agosto-21,B2
LN02,2,2021-08-04 05:00:00,100.00%,124,101,0,6.08,0,53.92,0,0,3-agosto-21,B2
LN03,1,2021-08-03 06:00:00,100.00%,59,4,0,4.42,0,49.33,0,0,3-agosto-21,C1
LN03,1,2021-08-03 07:00:00,100.00%,54,4,0,15.43,0,44.57,0,0,3-agosto-21,C1
LN03,1,2021-08-03 08:00:00,100.00%,55,4,0,1.15,10,48.85,0,0,3-agosto-21,C1
LN03,1,2021-08-03 09:00:00,100.00%,35,5,0,52.13,0,7.87,0,0,3-agosto-21,C1
LN03,1,2021-08-03 10:00:00,100.00%,5,4,0,51.07,5.05,3.88,0,0,3-agosto-21,C1
LN03,1,2021-08-03 11:00:00,0.0 %,0,2,2,25.03,34.97,0,0,0,3-agosto-21,C1
LN03,1,2021-08-03 12:00:00,0.0 %,0,4,4,60,0,0,0,0,3-agosto-21,C1
LN03,1,2021-08-03 13:00:00,100.00%,14,5,0,30,0,30,0,0,3-agosto-21,C1
LN03,1,2021-08-03 14:00:00,100.00%,71,5,0,0.45,0,59.55,0,0,3-agosto-21,C1
LN03,1,2021-08-03 15:00:00,100.00%,36,3,0,14.9,10,35.1,0,0,3-agosto-21,C1
LN03,1,2021-08-03 16:00:00,100.00%,64,5,0,0,0,60,0,0,3-agosto-21,C1
LN03,1,2021-08-03 17:00:00,100.00%,24,5,0,40.13,0,19.87,0,0,3-agosto-21,C1
LN03,2,2021-08-03 18:00:00,100.00%,57,4,0,3.12,0,51.22,0,0,3-agosto-21,C2
LN03,2,2021-08-03 19:00:00,100.00%,61,4,0,0.12,0,59.88,0,0,3-agosto-21,C2
LN03,2,2021-08-03 20:00:00,100.00%,53,4,0,5.2,10,44.8,0,0,3-agosto-21,C2
LN03,2,2021-08-03 21:00:00,100.00%,51,5,0,12.28,0,47.72,0,0,3-agosto-21,C2
LN03,2,2021-08-03 22:00:00,100.00%,17,4,0,41.98,1.75,16.27,0,0,3-agosto-21,C2
LN03,2,2021-08-03 23:00:00,0.00%,0,0,0,1.8,58.2,0,0,0,3-agosto-21,C2
LN03,2,2021-08-04 00:00:00,100.00%,44,5,0,19.02,0,40.98,0,0,3-agosto-21,C2
LN03,2,2021-08-04 01:00:00,100.00%,40,4,0,0.83,2.68,56.48,0,0,3-agosto-21,C2
LN03,2,2021-08-04 02:00:00,0.0 %,0,5,5,31.12,0,28.88,0,0,3-agosto-21,C2
LN03,2,2021-08-04 03:00:00,75.0 %,3,4,1,42.27,0,17.73,0,0,3-agosto-21,C2
LN03,2,2021-08-04 04:00:00,0.0 %,0,5,5,60,0,0,0,0,3-agosto-21,C2
LN03,2,2021-08-04 05:00:00,0.0 %,0,4,4,60,0,0,0,0,3-agosto-21,C2
LN04,1,2021-08-03 06:00:00,0.0 %,0,88,88,54.58,0,0,0,0,3-agosto-21,D1
LN04,1,2021-08-03 07:00:00,9.28 %,9,97,88,57.13,0,2.87,0,0,3-agosto-21,D1
LN04,1,2021-08-03 08:00:00,100.00%,113,96,0,8.37,0,51.63,0,0,3-agosto-21,D1
LN04,1,2021-08-03 09:00:00,100.00%,106,96,0,4,0.52,55.48,0,0,3-agosto-21,D1
LN04,1,2021-08-03 10:00:00,100.00%,60,49,0,4.52,29.48,26,0,0,3-agosto-21,D1
LN04,1,2021-08-03 11:00:00,100.00%,109,97,0,8.58,0.37,51.05,0,0,3-agosto-21,D1
LN04,1,2021-08-03 12:00:00,100.0 %,96,96,0,8.13,10.28,41.58,0,0,3-agosto-21,D1
LN04,1,2021-08-03 13:00:00,100.00%,117,97,0,9.72,0,50.28,0,0,3-agosto-21,D1
LN04,1,2021-08-03 14:00:00,73.96 %,71,96,25,30.1,0,29.9,0,0,3-agosto-21,D1
LN04,1,2021-08-03 15:00:00,55.67 %,54,97,43,37.42,0,22.58,0,0,3-agosto-21,D1
LN04,1,2021-08-03 16:00:00,17.71 %,17,96,79,52.82,0,7.18,0,0,3-agosto-21,D1
LN04,1,2021-08-03 17:00:00,32.29 %,31,96,65,34.02,0,25.98,0,0,3-agosto-21,D1
LN04,2,2021-08-03 18:00:00,0.0 %,0,88,88,0,0,54.53,0,0,3-agosto-21,D2
LN04,2,2021-08-03 19:00:00,0.0 %,0,96,96,0,0,60,0,0,3-agosto-21,D2
LN04,2,2021-08-03 20:00:00,81.58 %,62,76,14,0.4,0,59.6,0,0,3-agosto-21,D2
LN04,2,2021-08-03 21:00:00,69.23 %,18,26,8,0.2,30.47,29.33,0,0,3-agosto-21,D2
LN04,2,2021-08-03 22:00:00,100.00%,37,27,0,0.92,29.53,29.55,0,0,3-agosto-21,D2
LN04,2,2021-08-03 23:00:00,3.77 %,2,53,51,0,0,60,2,0,3-agosto-21,D2
LN04,2,2021-08-04 00:00:00,0.0 %,0,53,53,0,0,60,0,0,3-agosto-21,D2
LN04,2,2021-08-04 01:00:00,0.0 %,0,53,53,0,0,60,0,0,3-agosto-21,D2
LN04,2,2021-08-04 02:00:00,100.00%,53,52,0,0,0.32,59.68,0,0,3-agosto-21,D2
LN04,2,2021-08-04 03:00:00,100.00%,51,45,0,0.62,9.68,49.7,0,0,3-agosto-21,D2
LN04,2,2021-08-04 04:00:00,100.0 %,53,53,0,0.47,0,59.53,0,0,3-agosto-21,D2
LN04,2,2021-08-04 05:00:00,100.00%,72,53,0,0,0,60,0,0,3-agosto-21,D2
LN01,1,2021-08-04 06:00:00,89.39 %,59,66,7,20.68,0,33.62,0,0,4-agosto-21,A1
LN01,1,2021-08-04 07:00:00,100.00%,85,73,0,6.4,0,53.6,0,0,4-agosto-21,A1
LN01,1,2021-08-04 08:00:00,100.00%,81,73,0,11.07,0,48.93,0,0,4-agosto-21,A1
LN01,1,2021-08-04 09:00:00,97.3 %,72,74,2,15.18,0,44.82,0,0,4-agosto-21,A1
LN01,1,2021-08-04 10:00:00,100.00%,76,73,0,12.6,0,47.4,0,0,4-agosto-21,A1
LN01,1,2021-08-04 11:00:00,100.00%,43,36,0,3.3,30,26.7,0,0,4-agosto-21,A1
LN01,1,2021-08-04 12:00:00,100.00%,84,73,0,10.7,0,49.3,0,0,4-agosto-21,A1
LN01,1,2021-08-04 13:00:00,93.15 %,68,73,5,23.82,0,36.18,0,0,4-agosto-21,A1
LN01,1,2021-08-04 14:00:00,100.00%,85,73,0,11.2,0,48.8,0,0,4-agosto-21,A1
LN01,1,2021-08-04 15:00:00,100.00%,85,74,0,5.82,0,54.18,0,0,4-agosto-21,A1
LN01,1,2021-08-04 16:00:00,100.00%,80,73,0,9.57,0,50.43,0,0,4-agosto-21,A1
LN01,1,2021-08-04 17:00:00,98.63 %,72,73,1,14.4,0,45.6,0,0,4-agosto-21,A1
LN02,1,2021-08-04 06:00:00,100.00%,115,114,0,1.23,0,52.9,0,0,4-agosto-21,B1
LN02,1,2021-08-04 07:00:00,80.0 %,84,105,21,14.05,9.68,36.27,0,0,4-agosto-21,B1
LN02,1,2021-08-04 08:00:00,100.00%,127,125,0,6.42,0,53.58,0,0,4-agosto-21,B1
LN02,1,2021-08-04 09:00:00,98.4 %,123,125,2,5.95,0,54.05,0,0,4-agosto-21,B1
LN02,1,2021-08-04 10:00:00,100.00%,64,62,0,2.38,30.03,27.58,0,0,4-agosto-21,B1
LN02,1,2021-08-04 11:00:00,100.00%,133,125,0,4.93,0,55.07,0,0,4-agosto-21,B1
LN02,1,2021-08-04 12:00:00,91.2 %,114,125,11,10.78,0,49.22,0,0,4-agosto-21,B1
LN02,1,2021-08-04 13:00:00,0.8 %,1,125,124,59.9,0,0.1,0,0,4-agosto-21,B1
LN02,1,2021-08-04 14:00:00,88.89 %,112,126,14,15.5,0,44.5,0,0,4-agosto-21,B1
LN02,1,2021-08-04 15:00:00,80.58 %,83,103,20,5.25,10.37,44.38,0,0,4-agosto-21,B1
LN02,1,2021-08-04 16:00:00,82.4 %,103,125,22,12.1,0,47.9,0,0,4-agosto-21,B1
LN02,1,2021-08-04 17:00:00,85.09 %,97,114,17,6.88,0,53.12,0,0,4-agosto-21,B1
LN02,2,2021-08-04 18:00:00,83.7 %,77,92,15,10.63,0,43.75,0,0,4-agosto-21,B2
LN02,2,2021-08-04 19:00:00,100.00%,86,84,0,1.78,10.13,48.08,0,0,4-agosto-21,B2
LN02,2,2021-08-04 20:00:00,100.00%,108,102,0,1.9,0,58.1,0,0,4-agosto-21,B2
LN02,2,2021-08-04 21:00:00,100.00%,51,49,0,1.72,30.47,27.82,0,0,4-agosto-21,B2
LN02,2,2021-08-04 22:00:00,94.12 %,48,51,3,3.58,29.98,26.43,0,0,4-agosto-21,B2
LN02,2,2021-08-04 23:00:00,56.44 %,57,101,44,29.4,0,30.6,0,0,4-agosto-21,B2
LN02,2,2021-08-05 00:00:00,0.0 %,0,101,101,60,0,0,0,0,4-agosto-21,B2
LN02,2,2021-08-05 01:00:00,65.69 %,67,102,35,22.78,0,37.22,0,0,4-agosto-21,B2
LN02,2,2021-08-05 02:00:00,100.00%,85,84,0,1.78,10.27,47.95,0,0,4-agosto-21,B2
LN02,2,2021-08-05 03:00:00,100.00%,102,101,0,2.18,0,57.82,0,0,4-agosto-21,B2
LN02,2,2021-08-05 04:00:00,85.15 %,86,101,15,11.63,0,48.37,0,0,4-agosto-21,B2
LN02,2,2021-08-05 05:00:00,93.14 %,95,102,7,0.2,0,59.8,0,0,4-agosto-21,B2
LN03,1,2021-08-04 06:00:00,0.0 %,0,79,79,54.13,0,0,0,0,4-agosto-21,C1
LN03,1,2021-08-04 07:00:00,0.0 %,0,87,87,60,0,0,0,0,4-agosto-21,C1
LN03,1,2021-08-04 08:00:00,0.0 %,0,87,87,2.22,57.78,0,0,0,4-agosto-21,C1
LN03,1,2021-08-04 09:00:00,0.0 %,0,87,87,0,60,0,0,0,4-agosto-21,C1
LN03,1,2021-08-04 10:00:00,0.0 %,0,80,80,0,60,0,0,0,4-agosto-21,C1
LN03,1,2021-08-04 11:00:00,0.0 %,0,36,36,0,57.1,2.9,0,0,4-agosto-21,C1
LN03,1,2021-08-04 12:00:00,17.24 %,15,87,72,0,52.45,7.55,0,0,4-agosto-21,C1
LN03,1,2021-08-04 13:00:00,4.6 %,4,87,83,0,58.47,1.53,0,0,4-agosto-21,C1
LN03,1,2021-08-04 14:00:00,32.18 %,28,87,59,0.72,45.03,14.25,0,0,4-agosto-21,C1
LN03,1,2021-08-04 15:00:00,2.74 %,2,73,71,0.12,58.12,1.77,0,0,4-agosto-21,C1
LN03,1,2021-08-04 16:00:00,1.15 %,1,87,86,0,60,0,0,0,4-agosto-21,C1
LN03,1,2021-08-04 17:00:00,0.0 %,0,87,87,14.97,45.03,0,0,0,4-agosto-21,C1
LN03,2,2021-08-04 18:00:00,3.85 %,3,78,75,2.12,43,9.27,0,0,4-agosto-21,C2
LN03,2,2021-08-04 19:00:00,25.35 %,18,71,53,11.35,46.2,2.45,0,0,4-agosto-21,C2
LN03,2,2021-08-04 20:00:00,36.47 %,31,85,54,4.45,25.38,30.17,0,0,4-agosto-21,C2
LN03,2,2021-08-04 21:00:00,100.0 %,85,85,0,3.57,0,56.43,0,0,4-agosto-21,C2
LN03,2,2021-08-04 22:00:00,100.0 %,86,86,0,6.45,0,53.55,0,0,4-agosto-21,C2
LN03,2,2021-08-04 23:00:00,100.00%,45,43,0,1.15,29.88,28.97,0,0,4-agosto-21,C2
LN03,2,2021-08-05 00:00:00,100.00%,47,42,0,1.07,30.08,28.85,0,0,4-agosto-21,C2
LN03,2,2021-08-05 01:00:00,100.00%,89,85,0,1.55,0,58.45,0,0,4-agosto-21,C2
LN03,2,2021-08-05 02:00:00,100.00%,94,86,0,0.47,0,59.53,0,0,4-agosto-21,C2
LN03,2,2021-08-05 03:00:00,100.00%,73,71,0,6.27,10,43.73,0,0,4-agosto-21,C2
LN03,2,2021-08-05 04:00:00,100.0 %,85,85,0,3.38,0,56.62,0,0,4-agosto-21,C2
LN03,2,2021-08-05 05:00:00,81.18 %,69,85,16,13.28,0,46.72,0,0,4-agosto-21,C2
LN04,1,2021-08-04 06:00:00,89.77 %,79,88,9,1.48,0,53.23,9,0,4-agosto-21,D1
LN04,1,2021-08-04 07:00:00,69.47 %,66,95,29,8.88,0.92,50.2,25,0,4-agosto-21,D1
LN04,1,2021-08-04 08:00:00,75.61 %,62,82,20,2.02,9.08,48.9,32,0,4-agosto-21,D1
LN04,1,2021-08-04 09:00:00,53.19 %,50,94,44,0,1.43,58.57,26,0,4-agosto-21,D1
LN04,1,2021-08-04 10:00:00,31.37 %,16,51,35,2.43,28.57,29,5,0,4-agosto-21,D1
LN04,1,2021-08-04 11:00:00,47.92 %,46,96,50,0,0,60,15,0,4-agosto-21,D1
LN04,1,2021-08-04 12:00:00,89.69 %,87,97,10,0.33,0,59.67,14,0,4-agosto-21,D1
LN04,1,2021-08-04 13:00:00,100.00%,89,59,0,0.38,0,59.62,16,0,4-agosto-21,D1
LN04,1,2021-08-04 14:00:00,100.00%,89,56,0,0,0.33,59.67,8,0,4-agosto-21,D1
LN04,1,2021-08-04 15:00:00,100.00%,72,46,0,1.55,9.67,48.78,10,0,4-agosto-21,D1
LN04,1,2021-08-04 16:00:00,100.00%,65,56,0,0,0,60,17,0,4-agosto-21,D1
LN04,1,2021-08-04 17:00:00,100.00%,62,56,0,0,0,60,0,0,4-agosto-21,D1
LN04,2,2021-08-04 18:00:00,90.63 %,87,96,9,5.85,0,48.72,0,0,4-agosto-21,D2
LN04,2,2021-08-04 19:00:00,74.53 %,79,106,27,2.12,0,57.88,0,0,4-agosto-21,D2
LN04,2,2021-08-04 20:00:00,100.00%,124,105,0,3.18,0,56.82,2,0,4-agosto-21,D2
LN04,2,2021-08-04 21:00:00,100.00%,115,105,0,2.42,0,57.58,1,0,4-agosto-21,D2
LN04,2,2021-08-04 22:00:00,100.00%,59,53,0,3.03,30,26.97,1,0,4-agosto-21,D2
LN04,2,2021-08-04 23:00:00,46.23 %,49,106,57,33.48,0,26.52,1,0,4-agosto-21,D2
LN04,2,2021-08-05 00:00:00,84.76 %,89,105,16,7.03,0,52.97,1,0,4-agosto-21,D2
LN04,2,2021-08-05 01:00:00,76.42 %,81,106,25,2.35,0,57.65,0,0,4-agosto-21,D2
LN04,2,2021-08-05 02:00:00,100.00%,111,105,0,3.05,0,56.95,0,0,4-agosto-21,D2
LN04,2,2021-08-05 03:00:00,50.0 %,44,88,44,26.8,9.82,23.38,0,0,4-agosto-21,D2
LN04,2,2021-08-05 04:00:00,50.0 %,53,106,53,38.92,0,21.08,0,0,4-agosto-21,D2
LN04,2,2021-08-05 05:00:00,52.38 %,55,105,50,32.08,0,27.92,0,0,4-agosto-21,D2
LN01,1,2021-08-05 06:00:00,100.00%,68,66,0,15.4,0,38.53,0,0,5-agosto-21,A1
LN01,1,2021-08-05 07:00:00,100.00%,79,73,0,6.03,0,53.97,0,0,5-agosto-21,A1
LN01,1,2021-08-05 08:00:00,100.00%,76,73,0,12.62,0,47.38,0,0,5-agosto-21,A1
LN01,1,2021-08-05 09:00:00,93.24 %,69,74,5,12.05,0,47.95,0,0,5-agosto-21,A1
LN01,1,2021-08-05 10:00:00,100.00%,81,73,0,5.33,0,54.67,0,0,5-agosto-21,A1
LN01,1,2021-08-05 11:00:00,100.00%,42,36,0,8.68,29.98,21.33,0,0,5-agosto-21,A1
LN01,1,2021-08-05 12:00:00,98.63 %,72,73,1,13.47,0,46.53,0,0,5-agosto-21,A1
LN01,1,2021-08-05 13:00:00,100.00%,75,73,0,13.68,0,46.32,0,0,5-agosto-21,A1
LN01,1,2021-08-05 14:00:00,100.00%,84,73,0,8.32,0,51.68,0,0,5-agosto-21,A1
LN01,1,2021-08-05 15:00:00,100.00%,79,74,0,4.45,0,55.55,0,0,5-agosto-21,A1
