Line,Shift,Timestamps,AY,Units Produced,Units Planned,Units Lost,Downtime,Planned Time,Run- time,Repairs,CAL,Bussiness Date,Grupo
LN02,1,2022-01-22 12:00:00,77.6 %,97,125,28,10.32,0,49.68,0,0,22-enero-22,B1
LN02,1,2022-01-22 13:00:00,86.4 %,108,125,17,10.45,0,49.55,0,0,22-enero-22,B1
LN02,1,2022-01-22 14:00:00,79.2 %,99,125,26,8.08,0,51.92,0,0,22-enero-22,B1
LN02,1,2022-01-22 15:00:00,95.24 %,100,105,5,2.78,9.72,47.5,0,0,22-enero-22,B1
LN02,1,2022-01-22 16:00:00,45.6 %,57,125,68,42.62,0,17.38,0,0,22-enero-22,B1
LN02,1,2022-01-22 17:00:00,79.2 %,99,125,26,5.83,0,54.17,0,0,22-enero-22,B1
LN02,2,2022-01-22 18:00:00,65.79 %,75,114,39,21.38,0,33.3,2,0,22-enero-22,B2
LN02,2,2022-01-22 19:00:00,99.04 %,103,104,1,7.65,9.93,42.42,3,0,22-enero-22,B2
LN02,2,2022-01-22 20:00:00,100.0 %,127,125,0,2.68,0,57.32,1,0,22-enero-22,B2
LN02,2,2022-01-22 21:00:00,100.0 %,135,125,0,2.55,0,57.45,3,0,22-enero-22,B2
LN02,2,2022-01-22 22:00:00,100.0 %,65,63,0,2.07,30.12,27.82,0,0,22-enero-22,B2
LN02,2,2022-01-22 23:00:00,100.0 %,67,63,0,0.9,29.8,29.3,0,0,22-enero-22,B2
LN02,2,2022-01-23 0:00:00,100.0 %,134,125,0,3.07,0,56.93,0,0,22-enero-22,B2
LN02,2,2022-01-23 1:00:00,100.0 %,128,125,0,2.5,0,57.5,2,0,22-enero-22,B2
LN02,2,2022-01-23 2:00:00,100.0 %,134,125,0,1.92,0,58.08,0,0,22-enero-22,B2
LN02,2,2022-01-23 3:00:00,94.23 %,98,104,6,10.03,9.8,40.17,0,0,22-enero-22,B2
LN02,2,2022-01-23 4:00:00,100.0 %,131,125,0,1.67,0,58.33,0,0,22-enero-22,B2
LN02,2,2022-01-23 5:00:00,100.0 %,128,125,0,3.73,0,56.27,0,0,22-enero-22,B2
LN03,1,2022-01-22 6:00:00,91.14 %,72,79,7,15.2,0,39.08,0,0,22-enero-22,C1
LN03,1,2022-01-22 7:00:00,97.7 %,85,87,2,8.85,0,51.15,0,0,22-enero-22,C1
LN03,1,2022-01-22 8:00:00,100.0 %,74,73,0,2.87,10,47.13,0,0,22-enero-22,C1
LN03,1,2022-01-22 9:00:00,100.0 %,87,87,0,2.68,0,57.32,0,0,22-enero-22,C1
LN03,1,2022-01-22 10:00:00,100.0 %,81,80,0,1.28,4.83,53.88,0,0,22-enero-22,C1
LN03,1,2022-01-22 11:00:00,100.0 %,40,36,0,1.88,35.12,23,0,0,22-enero-22,C1
LN03,1,2022-01-22 12:00:00,100.0 %,87,87,0,3.43,0,56.57,0,0,22-enero-22,C1
LN03,1,2022-01-22 13:00:00,100.0 %,98,87,0,2.95,0,57.05,0,0,22-enero-22,C1
LN03,1,2022-01-22 14:00:00,100.0 %,91,87,0,3.35,0,56.65,0,0,22-enero-22,C1
LN03,1,2022-01-22 15:00:00,100.0 %,74,72,0,5.87,10.02,44.12,0,0,22-enero-22,C1
LN03,1,2022-01-22 16:00:00,100.0 %,94,87,0,1.72,0,58.28,0,0,22-enero-22,C1
LN03,1,2022-01-22 17:00:00,75.86 %,66,87,21,23.52,0,36.48,0,0,22-enero-22,C1
LN03,2,2022-01-22 18:00:00,100.0 %,83,83,0,7.87,0,46.82,0,0,22-enero-22,C2
LN03,2,2022-01-22 19:00:00,80.9 %,72,89,17,5.93,0,54.07,0,0,22-enero-22,C2
LN03,2,2022-01-22 20:00:00,100.0 %,86,75,0,2.1,10,47.9,0,0,22-enero-22,C2
LN03,2,2022-01-22 21:00:00,100.0 %,95,90,0,5.73,0,54.27,0,0,22-enero-22,C2
LN03,2,2022-01-22 22:00:00,100.0 %,102,90,0,4.73,0,55.27,0,0,22-enero-22,C2
LN03,2,2022-01-22 23:00:00,100.0 %,49,45,0,0.55,29.98,29.47,0,0,22-enero-22,C2
LN03,2,2022-01-23 0:00:00,77.78 %,35,45,10,12.43,30.02,17.55,0,0,22-enero-22,C2
LN03,2,2022-01-23 1:00:00,100.0 %,90,89,0,14.77,0,45.23,0,0,22-enero-22,C2
LN03,2,2022-01-23 2:00:00,100.0 %,106,90,0,6.48,0,53.52,0,0,22-enero-22,C2
LN03,2,2022-01-23 3:00:00,100.0 %,90,75,0,6.33,10,43.67,0,0,22-enero-22,C2
LN03,2,2022-01-23 4:00:00,100.0 %,93,90,0,9.88,0,50.12,0,0,22-enero-22,C2
LN03,2,2022-01-23 5:00:00,77.78 %,70,90,20,23.25,0,36.75,0,0,22-enero-22,C2
LN04,1,2022-01-22 6:00:00,82.14 %,69,84,15,7.22,0,47.5,0,0,22-enero-22,D1
LN04,1,2022-01-22 7:00:00,100.0 %,85,78,0,11.1,0.9,48,0,0,22-enero-22,D1
LN04,1,2022-01-22 8:00:00,84.62 %,55,65,10,7.98,9.1,42.92,0,0,22-enero-22,D1
LN04,1,2022-01-22 09:00:00,100.0 %,83,76,0,5.65,0.82,53.53,0,0,22-enero-22,D1
LN04,1,2022-01-22 10:00:00,89.74 %,35,39,4,8,29.18,22.82,0,0,22-enero-22,D1
LN04,1,2022-01-22 11:00:00,100.0 %,81,77,0,7.72,0,52.28,0,0,22-enero-22,D1
LN04,1,2022-01-22 12:00:00,100.0 %,79,76,0,10.12,0,49.88,0,0,22-enero-22,D1
LN04,1,2022-01-22 13:00:00,90.91 %,70,77,7,12.13,0,47.87,0,0,22-enero-22,D1
LN04,1,2022-01-22 14:00:00,88.16 %,67,76,9,15.95,0.6,43.45,0,0,22-enero-22,D1
LN04,1,2022-01-22 15:00:00,93.85 %,61,65,4,11.07,9.42,39.52,0,0,22-enero-22,D1
LN04,1,2022-01-22 16:00:00,69.74 %,53,76,23,24.08,0,35.92,0,0,22-enero-22,D1
LN04,1,2022-01-22 17:00:00,96.1 %,74,77,3,11.4,0,48.6,0,0,22-enero-22,D1
LN04,2,2022-01-22 18:00:00,28.57 %,22,77,55,41.67,0,13.02,0,0,22-enero-22,D2
LN04,2,2022-01-22 19:00:00,80.95 %,68,84,16,27.32,0,32.68,0,0,22-enero-22,D2
LN04,2,2022-01-22 20:00:00,81.18 %,69,85,16,14.6,0,45.4,0,0,22-enero-22,D2
LN04,2,2022-01-22 21:00:00,0.0 %,0,42,42,29.57,30.43,0,0,0,22-enero-22,D2
LN04,2,2022-01-22 22:00:00,76.74 %,33,43,10,12.07,29.08,18.85,0,0,22-enero-22,D2
LN04,2,2022-01-22 23:00:00,52.38 %,44,84,40,32.82,0.45,26.73,0,0,22-enero-22,D2
LN04,2,2022-01-23 00:00:00,1.41 %,1,71,70,50.45,9.55,0,0,0,22-enero-22,D2
LN04,2,2022-01-23 01:00:00,34.12 %,29,85,56,46.85,0,13.15,0,0,22-enero-22,D2
LN04,2,2022-01-23 02:00:00,100.0 %,88,85,0,7.93,0,52.07,0,0,22-enero-22,D2
LN04,2,2022-01-23 03:00:00,100.0 %,86,83,0,12.47,0.65,46.88,0,0,22-enero-22,D2
LN04,2,2022-01-23 04:00:00,100.0 %,77,72,0,7.85,9.37,42.78,0,0,22-enero-22,D2
LN04,2,2022-01-23 05:00:00,69.05 %,58,84,26,25.82,0,34.18,0,0,22-enero-22,D2
LN02,1,2022-01-24 6:00:00,27.19 %,31,114,83,39.92,0,14.6,0,0,24-enero-22,B1
LN02,1,2022-01-24 7:00:00,65.6 %,82,125,43,24.35,0,35.65,0,0,24-enero-22,B1
LN02,1,2022-01-24 8:00:00,100.0 %,105,104,0,0.62,10.3,49.08,0,0,24-enero-22,B1
LN02,1,2022-01-24 9:00:00,100.0 %,127,125,0,7.3,0,52.7,0,0,24-enero-22,B1
LN02,1,2022-01-24 10:00:00,100.0 %,70,65,0,2.82,28.55,28.63,0,0,24-enero-22,B1
LN02,1,2022-01-24 11:00:00,100.0 %,125,124,0,5.32,0.42,54.27,0,0,24-enero-22,B1
LN02,1,2022-01-24 12:00:00,100.0 %,135,125,0,3.73,0,56.27,0,0,24-enero-22,B1
LN02,1,2022-01-24 13:00:00,100.0 %,129,126,0,3.08,0,56.92,0,0,24-enero-22,B1
LN02,1,2022-01-24 14:00:00,100.0 %,135,125,0,1.55,0,58.45,3,0,24-enero-22,B1
LN02,1,2022-01-24 15:00:00,100.0 %,114,104,0,2.6,10.18,47.22,0,0,24-enero-22,B1
LN02,1,2022-01-24 16:00:00,100.0 %,126,125,0,5.27,0,54.73,0,0,24-enero-22,B1
LN02,1,2022-01-24 17:00:00,100.0 %,136,125,0,1.25,0,58.75,0,0,24-enero-22,B1
LN02,2,2022-01-24 18:00:00,100.0 %,126,114,0,2.63,0,52.03,0,0,24-enero-22,B2
LN02,2,2022-01-24 19:00:00,100.0 %,134,125,0,4.25,0,55.75,4,0,24-enero-22,B2
LN02,2,2022-01-24 20:00:00,85.58 %,89,104,15,11.63,9.85,38.52,1,0,24-enero-22,B2
LN02,2,2022-01-24 21:00:00,100.0 %,136,125,0,1.77,0,58.23,1,0,24-enero-22,B2
LN02,2,2022-01-24 22:00:00,100.0 %,126,126,0,2.97,0,57.03,0,0,24-enero-22,B2
LN02,2,2022-01-24 23:00:00,100.0 %,70,62,0,0.75,29.9,29.35,4,0,24-enero-22,B2
LN02,2,2022-01-25 0:00:00,79.37 %,50,63,13,9.47,30,20.53,0,0,24-enero-22,B2
LN02,2,2022-01-25 1:00:00,69.6 %,87,125,38,20.82,0,39.18,0,0,24-enero-22,B2
LN02,2,2022-01-25 2:00:00,67.92 %,72,106,34,22.45,9.25,28.3,5,0,24-enero-22,B2
LN02,2,2022-01-25 3:00:00,94.4 %,118,125,7,2.08,0,57.92,0,0,24-enero-22,B2
LN02,2,2022-01-25 4:00:00,100.0 %,134,124,0,1.52,0,58.48,2,0,24-enero-22,B2
LN02,2,2022-01-25 5:00:00,98.4 %,123,125,2,9.45,0,50.55,0,0,24-enero-22,B2
LN03,1,2022-01-24 6:00:00,100.0 %,90,79,0,9.32,0,45.2,0,0,24-enero-22,C1
LN03,1,2022-01-24 7:00:00,100.0 %,87,73,0,15.42,10,34.58,0,0,24-enero-22,C1
LN03,1,2022-01-24 8:00:00,67.82 %,59,87,28,18.95,0,41.05,0,0,24-enero-22,C1
LN03,1,2022-01-24 9:00:00,100.0 %,99,87,0,7.78,0,52.22,0,0,24-enero-22,C1
LN03,1,2022-01-24 10:00:00,100.0 %,100,80,0,2.7,4.88,52.42,0,0,24-enero-22,C1
LN03,1,2022-01-24 11:00:00,100.0 %,43,36,0,1.97,35.13,22.9,0,0,24-enero-22,C1
LN03,1,2022-01-24 12:00:00,100.0 %,104,87,0,3.67,0,56.33,0,0,24-enero-22,C1
LN03,1,2022-01-24 13:00:00,100.0 %,107,87,0,3.85,0,56.15,0,0,24-enero-22,C1
LN03,1,2022-01-24 14:00:00,82.5 %,66,80,14,21.35,4.45,34.2,0,0,24-enero-22,C1
LN03,1,2022-01-24 15:00:00,93.67 %,74,79,5,13.1,5.57,41.33,0,0,24-enero-22,C1
LN03,1,2022-01-24 16:00:00,100.0 %,110,87,0,5.85,0,54.15,0,0,24-enero-22,C1
LN03,1,2022-01-24 17:00:00,77.01 %,67,87,20,21.28,0,38.72,0,0,24-enero-22,C1
LN03,2,2022-01-24 18:00:00,100.0 %,89,82,0,7.4,0,47.17,0,0,24-enero-22,C2
LN03,2,2022-01-24 19:00:00,93.26 %,83,89,6,16.45,0,43.55,0,0,24-enero-22,C2
LN03,2,2022-01-24 20:00:00,82.67 %,62,75,13,8.42,10,41.58,0,0,24-enero-22,C2
LN03,2,2022-01-24 21:00:00,98.89 %,89,90,1,9.1,0,50.9,0,0,24-enero-22,C2
LN03,2,2022-01-24 22:00:00,100.0 %,53,45,0,0,29.85,30.15,0,0,24-enero-22,C2
LN03,2,2022-01-24 23:00:00,95.56 %,43,45,2,4.55,30.15,25.3,0,0,24-enero-22,C2
LN03,2,2022-01-25 0:00:00,100.0 %,98,89,0,4.65,0,55.35,0,0,24-enero-22,C2
LN03,2,2022-01-25 1:00:00,100.0 %,101,90,0,7.58,0,52.42,0,0,24-enero-22,C2
LN03,2,2022-01-25 2:00:00,97.78 %,88,90,2,11.25,0,48.75,0,0,24-enero-22,C2
LN03,2,2022-01-25 3:00:00,89.33 %,67,75,8,16.32,10.12,33.57,0,0,24-enero-22,C2
LN03,2,2022-01-25 4:00:00,81.11 %,73,90,17,12.53,0,47.47,0,0,24-enero-22,C2
LN03,2,2022-01-25 5:00:00,100.0 %,92,90,0,10.67,0,49.33,0,0,24-enero-22,C2
LN04,1,2022-01-24 6:00:00,63.64 %,56,88,32,18.82,0,35.87,0,0,24-enero-22,D1
LN04,1,2022-01-24 7:00:00,29.03 %,27,93,66,36.98,0,23.02,0,0,24-enero-22,D1
LN04,1,2022-01-24 8:00:00,58.97 %,46,78,32,20.68,9.35,29.97,0,0,24-enero-22,D1
LN04,1,2022-01-24 9:00:00,84.95 %,79,93,14,4.6,0.37,55.03,0,0,24-enero-22,D1
LN04,1,2022-01-24 10:00:00,87.23 %,41,47,6,3.18,29.63,27.18,0,0,24-enero-22,D1
LN04,1,2022-01-24 11:00:00,74.6 %,47,63,16,31.8,19.13,9.07,0,0,24-enero-22,D1
LN04,1,2022-01-24 12:00:00,0 %,1,0,0,0,60,0,0,0,24-enero-22,D1
LN04,1,2022-01-24 13:00:00,92.45 %,49,53,4,6.82,25.73,27.45,0,0,24-enero-22,D1
LN04,1,2022-01-24 14:00:00,100.0 %,102,92,0,8.95,0.43,50.62,0,0,24-enero-22,D1
LN04,1,2022-01-24 15:00:00,100.0 %,96,79,0,3.77,9.58,46.65,0,0,24-enero-22,D1
LN04,1,2022-01-24 16:00:00,100.0 %,106,93,0,1.62,0,58.38,0,0,24-enero-22,D1
LN04,1,2022-01-24 17:00:00,100.0 %,96,93,0,3.97,0,56.03,0,0,24-enero-22,D1
LN04,2,2022-01-24 18:00:00,100.0 %,107,92,0,1.47,0,53.1,4,0,24-enero-22,D2
LN04,2,2022-01-24 19:00:00,100.0 %,121,100,0,0.53,0.88,58.58,2,0,24-enero-22,D2
LN04,2,2022-01-24 20:00:00,100.0 %,86,85,0,10.52,9.12,40.37,2,0,24-enero-22,D2
LN04,2,2022-01-24 21:00:00,56.0 %,28,50,22,14.9,30.8,14.3,0,0,24-enero-22,D2
LN04,2,2022-01-24 22:00:00,69.23 %,36,52,16,12.72,29.2,18.08,2,0,24-enero-22,D2
LN04,2,2022-01-24 23:00:00,100.0 %,107,101,0,13.1,0,46.9,0,0,24-enero-22,D2
LN04,2,2022-01-25 0:00:00,100.0 %,109,101,0,0.75,0,59.25,0,0,24-enero-22,D2
LN04,2,2022-01-25 1:00:00,73.27 %,74,101,27,24.05,0,35.95,1,0,24-enero-22,D2
LN04,2,2022-01-25 2:00:00,66.67 %,66,99,33,27.58,0.9,31.52,0,0,24-enero-22,D2
LN04,2,2022-01-25 3:00:00,91.86 %,79,86,7,12.77,9.1,38.13,0,0,24-enero-22,D2
LN04,2,2022-01-25 4:00:00,85.15 %,86,101,15,18.28,0,41.72,2,0,24-enero-22,D2
LN04,2,2022-01-25 5:00:00,74.26 %,75,101,26,23.57,0,36.43,0,0,24-enero-22,D2
LN01,1,2022-01-25 6:00:00,100.0 %,76,66,0,5.1,4.63,44.53,0,0,25-enero-22,A1
LN01,1,2022-01-25 7:00:00,100.0 %,70,62,0,8.57,9.77,41.67,0,0,25-enero-22,A1
LN01,1,2022-01-25 8:00:00,100.0 %,80,72,0,9.32,0.23,50.45,0,0,25-enero-22,A1
LN01,1,2022-01-25 9:00:00,100.0 %,84,73,0,7.75,0,52.25,0,0,25-enero-22,A1
LN01,1,2022-01-25 10:00:00,100.0 %,84,73,0,6.52,0,53.48,4,0,25-enero-22,A1
LN01,1,2022-01-25 11:00:00,97.3 %,36,37,1,5.82,29.73,24.45,1,0,25-enero-22,A1
LN01,1,2022-01-25 12:00:00,94.52 %,69,73,4,7.28,0.17,52.55,1,0,25-enero-22,A1
LN01,1,2022-01-25 13:00:00,100.0 %,82,73,0,3.6,0,56.4,3,0,25-enero-22,A1
LN01,1,2022-01-25 14:00:00,100.0 %,78,73,0,6.57,0,53.43,0,0,25-enero-22,A1
LN01,1,2022-01-25 15:00:00,100.0 %,70,62,0,1.4,9.65,48.95,0,0,25-enero-22,A1
LN01,1,2022-01-25 16:00:00,100.0 %,78,73,0,7.13,0.05,52.82,2,0,25-enero-22,A1
LN01,1,2022-01-25 17:00:00,94.52 %,69,73,4,20.88,0,39.12,0,0,25-enero-22,A1
LN02,1,2022-01-25 6:00:00,90.35 %,103,114,11,8.9,0,45.6,0,0,25-enero-22,B1
LN02,1,2022-01-25 7:00:00,97.6 %,122,125,3,7.82,0,52.18,0,0,25-enero-22,B1
LN02,1,2022-01-25 8:00:00,100.0 %,106,104,0,3.7,10.1,46.2,0,0,25-enero-22,B1
LN02,1,2022-01-25 9:00:00,100.0 %,131,125,0,3.57,0,56.43,0,0,25-enero-22,B1
LN02,1,2022-01-25 10:00:00,100.0 %,67,63,0,0.53,29.68,29.78,0,0,25-enero-22,B1
LN02,1,2022-01-25 11:00:00,100.0 %,133,125,0,3.05,0.05,56.9,0,0,25-enero-22,B1
LN02,1,2022-01-25 12:00:00,93.6 %,117,125,8,11.1,0,48.9,0,0,25-enero-22,B1
LN02,1,2022-01-25 13:00:00,100.0 %,127,125,0,6.48,0,53.52,0,0,25-enero-22,B1
LN02,1,2022-01-25 14:00:00,99.05 %,104,105,1,3.52,9.9,46.58,0,0,25-enero-22,B1
LN02,1,2022-01-25 15:00:00,100.0 %,126,124,0,5.22,0.28,54.5,0,0,25-enero-22,B1
LN02,1,2022-01-25 16:00:00,100.0 %,127,126,0,6.2,0,53.8,0,0,25-enero-22,B1
LN02,1,2022-01-25 17:00:00,100.0 %,136,125,0,1.35,0,58.65,0,0,25-enero-22,B1
LN02,2,2022-01-25 18:00:00,71.93 %,82,114,32,0.22,0,54.43,1,0,25-enero-22,B2
LN02,2,2022-01-25 19:00:00,91.2 %,114,125,11,11.92,0,48.08,2,0,25-enero-22,B2
LN02,2,2022-01-25 20:00:00,98.1 %,103,105,2,4.95,9.73,45.32,0,0,25-enero-22,B2
LN02,2,2022-01-25 21:00:00,100.0 %,129,125,0,4.25,0,55.75,1,0,25-enero-22,B2
LN02,2,2022-01-25 22:00:00,100.0 %,45,42,0,0.23,39.78,19.98,0,0,25-enero-22,B2
LN02,2,2022-01-25 23:00:00,81.93 %,68,83,15,9.17,20.05,30.78,2,0,25-enero-22,B2
LN02,2,2022-01-26 0:00:00,100.0 %,135,125,0,2.4,0,57.6,0,0,25-enero-22,B2
LN02,2,2022-01-26 1:00:00,91.2 %,114,125,11,9.9,0,50.1,0,0,25-enero-22,B2
LN02,2,2022-01-26 2:00:00,100.0 %,129,125,0,5.85,0,54.15,3,0,25-enero-22,B2
LN02,2,2022-01-26 3:00:00,100.0 %,106,104,0,4.12,9.92,45.97,5,0,25-enero-22,B2
LN02,2,2022-01-26 4:00:00,91.2 %,114,125,11,14.35,0,45.65,0,0,25-enero-22,B2
LN02,2,2022-01-26 5:00:00,90.4 %,113,125,12,5.78,0,54.22,0,0,25-enero-22,B2
LN03,1,2022-01-25 6:00:00,100.0 %,87,79,0,6.63,0,47.63,0,0,25-enero-22,C1
LN03,1,2022-01-25 7:00:00,100.0 %,89,87,0,12.3,0,47.7,0,0,25-enero-22,C1
LN03,1,2022-01-25 8:00:00,100.0 %,77,73,0,8.78,10,41.22,0,0,25-enero-22,C1
LN03,1,2022-01-25 9:00:00,100.0 %,97,88,0,5.67,0,54.33,0,0,25-enero-22,C1
LN03,1,2022-01-25 10:00:00,100.0 %,93,82,0,6.85,4.88,48.27,0,0,25-enero-22,C1
LN03,1,2022-01-25 11:00:00,100.0 %,40,37,0,2.03,35.12,22.85,0,0,25-enero-22,C1
LN03,1,2022-01-25 12:00:00,100.0 %,108,89,0,3.27,0,56.73,0,0,25-enero-22,C1
LN03,1,2022-01-25 13:00:00,100.0 %,100,89,0,6.73,0,53.27,0,0,25-enero-22,C1
LN03,1,2022-01-25 14:00:00,100.0 %,82,74,0,4.72,10,45.28,0,0,25-enero-22,C1
LN03,1,2022-01-25 15:00:00,100.0 %,106,89,0,3.1,0,56.9,0,0,25-enero-22,C1
LN03,1,2022-01-25 16:00:00,100.0 %,94,89,0,8.2,0,51.8,0,0,25-enero-22,C1
LN03,1,2022-01-25 17:00:00,85.07 %,57,67,10,16.55,0,28.47,0,0,25-enero-22,C1
LN03,2,2022-01-25 18:00:00,100.0 %,97,84,0,6.02,0,48.33,0,0,25-enero-22,C2
LN03,2,2022-01-25 19:00:00,100.0 %,104,92,0,4,0,56,0,0,25-enero-22,C2
LN03,2,2022-01-25 20:00:00,81.58 %,62,76,14,17.97,10.07,31.97,0,0,25-enero-22,C2
LN03,2,2022-01-25 21:00:00,100.0 %,113,92,0,0.88,0,59.12,0,0,25-enero-22,C2
LN03,2,2022-01-25 22:00:00,57.61 %,53,92,39,32.72,0,27.28,0,0,25-enero-22,C2
LN03,2,2022-01-25 23:00:00,0 %,1,0,0,0,59.93,0.07,0,0,25-enero-22,C2
LN03,2,2022-01-26 0:00:00,100.0 %,110,92,0,1.12,0.07,58.82,0,0,25-enero-22,C2
LN03,2,2022-01-26 1:00:00,100.0 %,94,92,0,7.05,0,52.95,0,0,25-enero-22,C2
LN03,2,2022-01-26 2:00:00,100.0 %,110,92,0,0.47,0,59.53,0,0,25-enero-22,C2
LN03,2,2022-01-26 3:00:00,98.68 %,75,76,1,8.2,10.02,41.78,0,0,25-enero-22,C2
LN03,2,2022-01-26 4:00:00,100.0 %,106,92,0,1.92,0,58.08,0,0,25-enero-22,C2
LN03,2,2022-01-26 5:00:00,89.86 %,62,69,7,4.58,0,40.43,0,0,25-enero-22,C2
LN04,1,2022-01-25 6:00:00,53.41 %,47,88,41,29.55,0,25.02,0,0,25-enero-22,D1
LN04,1,2022-01-25 7:00:00,0.0 %,0,96,96,59.78,0.22,0,0,0,25-enero-22,D1
LN04,1,2022-01-25 8:00:00,100.0 %,89,81,0,2.73,9.8,47.47,0,0,25-enero-22,D1
LN04,1,2022-01-25 9:00:00,100.0 %,106,96,0,2.82,0.5,56.68,0,0,25-enero-22,D1
LN04,1,2022-01-25 10:00:00,100.0 %,57,49,0,1.92,29.5,28.58,0,0,25-enero-22,D1
LN04,1,2022-01-25 11:00:00,100.0 %,106,96,0,3.55,0,56.45,0,0,25-enero-22,D1
LN04,1,2022-01-25 12:00:00,42.27 %,41,97,56,38.33,0,21.67,0,0,25-enero-22,D1
LN04,1,2022-01-25 13:00:00,0.0 %,0,96,96,60,0,0,0,0,25-enero-22,D1
LN04,1,2022-01-25 14:00:00,0.0 %,0,97,97,60,0,0,0,0,25-enero-22,D1
LN04,1,2022-01-25 15:00:00,87.5 %,84,96,12,18.55,0,41.45,0,0,25-enero-22,D1
LN04,1,2022-01-25 16:00:00,100.0 %,108,97,0,0.82,0,59.18,0,0,25-enero-22,D1
LN04,1,2022-01-25 17:00:00,100.0 %,103,96,0,5.07,0,54.93,0,0,25-enero-22,D1
LN04,2,2022-01-25 18:00:00,100.0 %,100,92,0,5.38,0,49.12,0,0,25-enero-22,D2
LN04,2,2022-01-25 19:00:00,100.0 %,103,100,0,7.22,0.68,52.1,1,0,25-enero-22,D2
LN04,2,2022-01-25 20:00:00,100.0 %,89,85,0,5.78,9.32,44.9,0,0,25-enero-22,D2
LN04,2,2022-01-25 21:00:00,100.0 %,53,50,0,2.77,30.7,26.53,0,0,25-enero-22,D2
LN04,2,2022-01-25 22:00:00,100.0 %,52,52,0,5.32,29.3,25.38,2,0,25-enero-22,D2
LN04,2,2022-01-25 23:00:00,100.0 %,116,101,0,3.85,0,56.15,2,0,25-enero-22,D2
LN04,2,2022-01-26 0:00:00,100.0 %,115,101,0,7.38,0,52.62,2,0,25-enero-22,D2
LN04,2,2022-01-26 1:00:00,100.0 %,105,101,0,7.4,0,52.6,0,0,25-enero-22,D2
LN04,2,2022-01-26 2:00:00,92.93 %,92,99,7,14.02,0.87,45.12,0,0,25-enero-22,D2
LN04,2,2022-01-26 3:00:00,100.0 %,86,86,0,8.78,9.13,42.08,0,0,25-enero-22,D2
LN04,2,2022-01-26 4:00:00,58.42 %,59,101,42,30.8,0,29.2,1,0,25-enero-22,D2
LN04,2,2022-01-26 5:00:00,54.46 %,55,101,46,32.77,0,27.23,0,0,25-enero-22,D2
LN01,1,2022-01-26 6:00:00,100.0 %,70,66,0,1.3,2.03,51.03,1,0,26-enero-22,A1
LN01,1,2022-01-26 7:00:00,100.0 %,71,62,0,0.68,9.62,49.7,1,0,26-enero-22,A1
LN01,1,2022-01-26 8:00:00,100.0 %,83,72,0,4.88,0.38,54.73,0,0,26-enero-22,A1
LN01,1,2022-01-26 9:00:00,100.0 %,78,73,0,8.87,0,51.13,1,0,26-enero-22,A1
LN01,1,2022-01-26 10:00:00,100.0 %,80,73,0,2.13,0,57.87,0,0,26-enero-22,A1
LN01,1,2022-01-26 11:00:00,100.0 %,43,37,0,0.7,29.87,29.43,0,0,26-enero-22,A1
LN01,1,2022-01-26 12:00:00,100.0 %,77,73,0,7.43,0.15,52.42,1,0,26-enero-22,A1
LN01,1,2022-01-26 13:00:00,100.0 %,78,73,0,8.12,0,51.88,2,0,26-enero-22,A1
LN01,1,2022-01-26 14:00:00,100.0 %,67,61,0,3.37,9.8,46.83,0,0,26-enero-22,A1
LN01,1,2022-01-26 15:00:00,100.0 %,80,74,0,2.72,0,57.28,0,0,26-enero-22,A1
LN01,1,2022-01-26 16:00:00,100.0 %,81,73,0,3.28,0,56.72,0,0,26-enero-22,A1
LN01,1,2022-01-26 17:00:00,97.26 %,71,73,2,11.25,0,48.75,0,0,26-enero-22,A1
LN02,1,2022-01-26 6:00:00,100.0 %,124,114,0,0.73,0,53.52,1,0,26-enero-22,B1
LN02,1,2022-01-26 7:00:00,100.0 %,135,125,0,1.55,0,58.45,2,0,26-enero-22,B1
LN02,1,2022-01-26 8:00:00,100.0 %,109,106,0,1.52,9.2,49.28,1,0,26-enero-22,B1
LN02,1,2022-01-26 9:00:00,49.6 %,62,125,63,34.68,0,25.32,0,0,26-enero-22,B1
LN02,1,2022-01-26 10:00:00,52.38 %,33,63,30,16.48,29.92,13.6,0,0,26-enero-22,B1
LN02,1,2022-01-26 11:00:00,98.4 %,123,125,2,7.03,0,52.97,4,0,26-enero-22,B1
LN02,1,2022-01-26 12:00:00,100.0 %,126,125,0,4.82,0,55.18,4,0,26-enero-22,B1
LN02,1,2022-01-26 13:00:00,100.0 %,129,125,0,2.03,0,57.97,0,0,26-enero-22,B1
LN02,1,2022-01-26 14:00:00,100.0 %,132,125,0,2.58,0,57.42,0,0,26-enero-22,B1
LN02,1,2022-01-26 15:00:00,100.0 %,132,125,0,3.95,0,56.05,0,0,26-enero-22,B1
LN02,1,2022-01-26 16:00:00,99.05 %,104,105,1,6.32,9.93,43.75,0,0,26-enero-22,B1
LN02,1,2022-01-26 17:00:00,100.0 %,134,125,0,3.07,0,56.93,1,0,26-enero-22,B1
LN02,2,2022-01-26 18:00:00,98.25 %,112,114,2,7.73,0,46.68,2,0,26-enero-22,B2
LN02,2,2022-01-26 19:00:00,100.0 %,110,105,0,1.75,9.82,48.43,8,0,26-enero-22,B2
LN02,2,2022-01-26 20:00:00,86.29 %,107,124,17,9.7,0.12,50.18,0,0,26-enero-22,B2
LN02,2,2022-01-26 21:00:00,100.0 %,132,125,0,4.05,0,55.95,4,0,26-enero-22,B2
